food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_100g_recalc,available_carbs_per_serving_g_recalc
INDWEBX_00430,Palak fry,Palak fry,Vegetables,portion,160,113,206,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,palakfry,"Palak fry | aliases: palakfry | category: Vegetables | serving_type: portion | serving_g: 113(min 160 max 206) | GI: 55.8 | GL_median: 19.39 | GL_category: Medium | available_carbs_g: 34.75 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23). | notes: Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.",34.74910394265233,39.26648745519714
INDWEBX_00431,Palak jalfrezi,Palak jalfrezi,Vegetables,portion,150,105,195,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.136986301369863,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,palakjalfrezi,"Palak jalfrezi | aliases: palakjalfrezi | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 73 | GL_median: 11.78 | GL_category: Medium | available_carbs_g: 16.13 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21). | notes: Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.136986301369863,16.943835616438356
INDWEBX_00432,Palak jeera,Palak jeera,Vegetables,portion,150,105,195,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,palakjeera,"Palak jeera | aliases: palakjeera | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 40 | GL_median: 2.56 | GL_category: Low | available_carbs_g: 6.4 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831 | notes: Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.",6.4,6.72
INDWEBX_00433,Palak korma,Palak korma,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,palakkorma,"Palak korma | aliases: palakkorma | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00434,Palak kurma,Palak kurma,Vegetables,piece,71,53,89,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,palakkurma,"Palak kurma | aliases: palakkurma | category: Vegetables | serving_type: piece | serving_g: 53(min 71 max 89) | GI: 87 | GL_median: 87 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717 | notes: Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.",100.0,53.0
INDWEBX_00435,Palak masala,Palak masala,Vegetables,plate,150,120,180,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,palakmasala,"Palak masala | aliases: palakmasala | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 59 | GL_median: 30.68 | GL_category: High | available_carbs_g: 52 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543 | notes: Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",52.0,62.4
INDWEBX_00436,Palak matar gravy,Palak matar gravy,Vegetables,portion,150,105,195,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,palakmatargravy,"Palak matar gravy | aliases: palakmatargravy | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 55.8 | GL_median: 19.39 | GL_category: Medium | available_carbs_g: 34.75 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23). | notes: Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.",34.74910394265233,36.48655913978495
INDWEBX_00437,Palak salan,Palak salan,Vegetables,plate,150,120,180,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,palaksalan,"Palak salan | aliases: palaksalan | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 48 | GL_median: 8.32 | GL_category: Low | available_carbs_g: 17.33 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552 | notes: Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",17.333333333333332,20.8
INDWEBX_00438,Parwal bharta,Parwal bharta,Vegetables,plate,150,120,180,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwalbharta,"Parwal bharta | aliases: parwalbharta | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00439,Parwal do pyaza,Parwal do pyaza,Vegetables,plate,150,120,180,0.8,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwaldopyaza,"Parwal do pyaza | aliases: parwaldopyaza | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 59 | GL_median: 30.68 | GL_category: High | available_carbs_g: 52 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543 | notes: Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",52.0,62.4
INDWEBX_00440,Parwal dry,Parwal dry,Vegetables,portion,151,106,196,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,parwaldry,"Parwal dry | aliases: parwaldry | category: Vegetables | serving_type: portion | serving_g: 106(min 151 max 196) | GI: 55.8 | GL_median: 19.39 | GL_category: Medium | available_carbs_g: 34.75 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23). | notes: Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.",34.74910394265233,36.834050179211474
INDWEBX_00441,Parwal fry,Parwal fry,Vegetables,plate,154,123,184,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwalfry,"Parwal fry | aliases: parwalfry | category: Vegetables | serving_type: plate | serving_g: 123(min 154 max 184) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.775205479452055
INDWEBX_00442,Parwal jalfrezi,Parwal jalfrezi,Vegetables,plate,150,120,180,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwaljalfrezi,"Parwal jalfrezi | aliases: parwaljalfrezi | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00443,Parwal jeera,Parwal jeera,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwaljeera,"Parwal jeera | aliases: parwaljeera | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00444,Parwal korma,Parwal korma,Vegetables,portion,150,105,195,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,parwalkorma,"Parwal korma | aliases: parwalkorma | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 40 | GL_median: 2.56 | GL_category: Low | available_carbs_g: 6.4 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831 | notes: Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.",6.4,6.72
INDWEBX_00445,Parwal kurma,Parwal kurma,Vegetables,plate,150,120,180,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwalkurma,"Parwal kurma | aliases: parwalkurma | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00446,Parwal masala,Parwal masala,Vegetables,portion,150,105,195,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.324324324324324,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,parwalmasala,"Parwal masala | aliases: parwalmasala | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 37 | GL_median: 1.23 | GL_category: Low | available_carbs_g: 3.33 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21). | notes: Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",3.324324324324324,3.49054054054054
INDWEBX_00447,Parwal salan,Parwal salan,Vegetables,piece,71,53,89,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,parwalsalan,"Parwal salan | aliases: parwalsalan | category: Vegetables | serving_type: piece | serving_g: 53(min 71 max 89) | GI: 87 | GL_median: 87 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717 | notes: Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.",100.0,53.0
INDWEBX_00448,Pumpkin bharta,Pumpkin bharta,Vegetables,portion,150,105,195,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,pumpkinbharta,"Pumpkin bharta | aliases: pumpkinbharta | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 40 | GL_median: 2.56 | GL_category: Low | available_carbs_g: 6.4 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831 | notes: Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.",6.4,6.72
INDWEBX_00449,Pumpkin do pyaza,Pumpkin do pyaza,Vegetables,portion,150,105,195,0.6,52.1,Henry et al. GI tables (non-Indian cohort),6.25,6.25,6.25,Low,0.5,11.99616122840691,Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.20; tier=low. Converted from source serving_size_g=150g.,pumpkindopyaza,Pumpkin do pyaza | aliases: pumpkindopyaza | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 52.1 | GL_median: 6.25 | GL_category: Low | available_carbs_g: 12 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.20; tier=low. Converted from source serving_size_g=150g.,11.99616122840691,12.595969289827256
INDWEBX_00450,Pumpkin dry,Pumpkin dry,Vegetables,portion,150,105,195,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,pumpkindry,"Pumpkin dry | aliases: pumpkindry | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 55.8 | GL_median: 19.39 | GL_category: Medium | available_carbs_g: 34.75 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23). | notes: Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.",34.74910394265233,36.48655913978495
INDWEBX_00451,Pumpkin fry,Pumpkin fry,Vegetables,portion,150,105,195,0.6,66.0,Henry et al. GI tables (non-Indian cohort),9.81,9.81,9.81,Low,0.5,14.863636363636363,Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,pumpkinfry,Pumpkin fry | aliases: pumpkinfry | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 66 | GL_median: 9.81 | GL_category: Low | available_carbs_g: 14.87 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,14.863636363636363,15.606818181818182
INDWEBX_00452,Pumpkin jalfrezi,Pumpkin jalfrezi,Vegetables,portion,150,105,195,0.6,52.1,Henry et al. GI tables (non-Indian cohort),6.25,6.25,6.25,Low,0.5,11.99616122840691,Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.25; tier=low. Converted from source serving_size_g=150g.,pumpkinjalfrezi,Pumpkin jalfrezi | aliases: pumpkinjalfrezi | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 52.1 | GL_median: 6.25 | GL_category: Low | available_carbs_g: 12 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.25; tier=low. Converted from source serving_size_g=150g.,11.99616122840691,12.595969289827256
INDWEBX_00453,Pumpkin jeera,Pumpkin jeera,Vegetables,portion,150,105,195,0.6,66.0,Henry et al. GI tables (non-Indian cohort),9.81,9.81,9.81,Low,0.5,14.863636363636363,Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,pumpkinjeera,Pumpkin jeera | aliases: pumpkinjeera | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 66 | GL_median: 9.81 | GL_category: Low | available_carbs_g: 14.87 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,14.863636363636363,15.606818181818182
INDWEBX_00454,Pumpkin korma,Pumpkin korma,Vegetables,portion,150,105,195,0.6,66.0,Henry et al. GI tables (non-Indian cohort),9.81,9.81,9.81,Low,0.5,14.863636363636363,Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,pumpkinkorma,Pumpkin korma | aliases: pumpkinkorma | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 66 | GL_median: 9.81 | GL_category: Low | available_carbs_g: 14.87 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Pumpkin Boiled' (food_id=NONIND_0565); score=0.33; tier=low. Converted from source serving_size_g=150g.,14.863636363636363,15.606818181818182
INDWEBX_00455,Pumpkin kurma,Pumpkin kurma,Vegetables,portion,150,105,195,0.6,52.1,Henry et al. GI tables (non-Indian cohort),6.25,6.25,6.25,Low,0.5,11.99616122840691,Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.25; tier=low. Converted from source serving_size_g=150g.,pumpkinkurma,Pumpkin kurma | aliases: pumpkinkurma | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 52.1 | GL_median: 6.25 | GL_category: Low | available_carbs_g: 12 | confidence_score: 0.5 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Class=other. Proxy-mapped to validated source 'Steam Sweet Pumpkin' (food_id=NONIND_0407); score=0.25; tier=low. Converted from source serving_size_g=150g.,11.99616122840691,12.595969289827256
INDWEBX_00456,Pumpkin masala,Pumpkin masala,Vegetables,portion,150,105,195,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.136986301369863,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,pumpkinmasala,"Pumpkin masala | aliases: pumpkinmasala | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 73 | GL_median: 11.78 | GL_category: Medium | available_carbs_g: 16.13 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21). | notes: Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.136986301369863,16.943835616438356
INDWEBX_00457,Pumpkin salan,Pumpkin salan,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,pumpkinsalan,"Pumpkin salan | aliases: pumpkinsalan | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 73 | GL_median: 12.33 | GL_category: Medium | available_carbs_g: 16.89 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.89041095890411,20.268493150684932
INDWEBX_00458,Radish bharta,Radish bharta,Vegetables,plate,150,120,180,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,radishbharta,"Radish bharta | aliases: radishbharta | category: Vegetables | serving_type: plate | serving_g: 120(min 150 max 180) | GI: 48 | GL_median: 8.32 | GL_category: Low | available_carbs_g: 17.33 | confidence_score: 0.5 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552 | notes: Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",17.333333333333332,20.8
INDWEBX_00459,Radish do pyaza,Radish do pyaza,Vegetables,portion,150,105,195,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.136986301369863,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,radishdopyaza,"Radish do pyaza | aliases: radishdopyaza | category: Vegetables | serving_type: portion | serving_g: 105(min 150 max 195) | GI: 73 | GL_median: 11.78 | GL_category: Medium | available_carbs_g: 16.13 | confidence_score: 0.5 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21). | notes: Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.",16.136986301369863,16.943835616438356
