food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
IND_HENRY2021_653,Jowar Fine Semolina Upma,Sorghumfinesemolinaupma,Grains & staples,portion,100,100,100,0.75,56.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 252 g provides 50 g available carbs (table page 22).",6.16,6.16,6.16,Low,0.9,11.0,Computed carbs per 100 g using study portion: 50 g available carbs in 252 g portion. GI SEM/SD reported: 9.83.
IND_HENRY2021_654,Sorghumflakespoha,Sorghumflakespoha,Grains & staples,portion,100,100,100,0.55,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.9,12.066666666666666,Computed carbs per 100 g using study portion: 50 g available carbs in 277 g portion. GI SEM/SD reported: 5.27.
IND_HENRY2021_651,Jowar Multigrain Roti,Sorghummultigrainroti,Breads & fermented,portion,100,100,100,0.8,68.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 119 g provides 50 g available carbs (table page 22).",68.0,68.0,68.0,High,0.9,100.0,Computed carbs per 100 g using study portion: 50 g available carbs in 119 g portion. GI SEM/SD reported: 8.63.
IND_HENRY2021_655,Sorghumpasta,Sorghumpasta,Other,portion,100,100,100,0.5,46.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 330 g provides 50 g available carbs (table page 22).",4.66,4.66,4.66,Low,0.9,10.133333333333333,Computed carbs per 100 g using study portion: 50 g available carbs in 330 g portion. GI SEM/SD reported: 6.47.
NONIND_0119,Sorghumsugar,Sorghumsugar,Non-Indian reference food,portion,100,100,100,0.5,60.0,Henry et al. GI tables (non-Indian cohort),36.76,36.76,36.76,High,0.88,61.266666666666666,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0272,Sotanghon,Sotanghon(Plain Wheat Noodles),Non-Indian reference food,portion,100,100,100,0.5,60.0,Henry et al. GI tables (non-Indian cohort),33.88,33.88,33.88,High,0.88,56.46666666666667,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0165,Soy Bean,Soybean(Glycinemaxmerr.),Non-Indian reference food,portion,100,100,100,0.5,31.0,Henry et al. GI tables (non-Indian cohort),3.74,5.1,3.74,Low,0.88,12.066666666666666,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0314,Soy Bean Paste Soup and Rice,Soybeanpastesoup(Misoshiru)Andrice,Non-Indian reference food,portion,100,100,100,0.85,74.0,Henry et al. GI tables (non-Indian cohort),15.44,15.44,15.44,Medium,0.88,20.866666666666667,Original country: Japan. Renamed generically for Indian audience.
NONIND_0316,Spaghetti,Spaghetti,Non-Indian reference food,portion,100,100,100,0.7,56.0,Henry et al. GI tables (non-Indian cohort),8.58,8.58,8.58,Low,0.88,15.319999999999997,Original country: Japan. Renamed generically for Indian audience.
WEST_IN_0213,Spaghetti Tomato Sauce,Spaghetti Tomato Sauce,Western foods (India) - Pasta,portion,100,100,100,0.7,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,5.04,5.04,5.04,Low,0.78,12.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
T1_0170,Spelt Wheat Kernel Bread,spelt wheat kernel bread (Slovenia)12,Grains & staples,portion,100,100,100,0.9,67.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #170",67.0,67.0,67.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 22g available carbs and GL 15.
NONIND_0347,Sponge Cake,Spongecake(Castilla),Non-Indian reference food,portion,100,100,100,0.75,64.0,Henry et al. GI tables (non-Indian cohort),49.92,49.92,49.92,High,0.88,78.0,Original country: Japan. Renamed generically for Indian audience.
T4_0127,Sports Drink,Sports drink,Beverages,portion,100,100,100,0.6,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,1.68,2.18,1.68,Low,0.52,2.4,Dilute sugar solution.
NONIND_0538,Springroll,Springroll,Non-Indian reference food,portion,100,100,100,0.5,50.0,Henry et al. GI tables (non-Indian cohort),14.63,14.63,14.63,Medium,0.88,29.266666666666662,Original country: Hong. Renamed generically for Indian audience.
T2_0089,Sprouted Chana,Sprouted chana (steamed),Snacks,portion,100,100,100,0.5,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.0,12.0,12.0,Medium,0.84,40.0,Sprouts; moderate carbs.
T2_0088,Sprouted Moong,Sprouted moong (steamed),Snacks,portion,100,100,100,0.5,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.0,6.0,6.0,Low,0.84,24.0,Low carb per 100g; GL low.
NONIND_0294,Squash,Squash(Veg),Non-Indian reference food,portion,100,100,100,0.5,44.0,Henry et al. GI tables (non-Indian cohort),1.88,2.5,3.1,Low,0.88,4.2666666666666675,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0217,St and Ard Cookie,Standardcookies,Non-Indian reference food,portion,100,100,100,0.75,36.8,Henry et al. GI tables (non-Indian cohort),36.8,36.8,36.8,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0176,St and Arddonut,Standarddonut,Non-Indian reference food,portion,100,100,100,0.5,72.0,Henry et al. GI tables (non-Indian cohort),20.02,20.02,20.02,High,0.88,27.800000000000004,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0189,St and Ardwheatbiscuit,Standardwheatbiscuit(Withagar-Agarand,Non-Indian reference food,portion,100,100,100,0.5,52.1,Henry et al. GI tables (non-Indian cohort),6.95,6.95,6.95,Low,0.88,13.333333333333334,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0411,Sticky Rice,Stickyrice(Higheramylose),Non-Indian reference food,portion,100,100,100,0.85,50.0,Henry et al. GI tables (non-Indian cohort),6.67,6.67,6.67,Low,0.88,13.333333333333334,Original country: China. Renamed generically for Indian audience.
NONIND_0520,Sticky Rice Wrappedinlotusleaf,Stickyricewrappedinlotusleaf,Non-Indian reference food,portion,100,100,100,0.85,83.0,Henry et al. GI tables (non-Indian cohort),16.54,16.54,16.54,Medium,0.88,19.933333333333334,Original country: Hong. Renamed generically for Indian audience.
T1_0872,Strawberry Banana Frozen Yoghurt,Strawberry Banana frozen yoghurt,Fruits,portion,100,100,100,0.85,55.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #872",7.33,8.1,7.33,Low,0.92,13.333333333333334,Normalized to 100g from table serving 125g with 20g available carbs and GL 11.
T4_0112,Street Style Fried Rice,Street-style fried rice,Mixed meals,portion,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.28,7.28,7.28,Low,0.52,10.4,Rice; variable oil.
NONIND_0619,Stringhopper,‘Stringhopper’(Fromcerealflour),Non-Indian reference food,portion,100,100,100,0.5,50.0,Henry et al. GI tables (non-Indian cohort),12.5,12.5,12.5,Medium,0.88,25.0,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0275,Sub and Wich Bbq Chicken,Sub Sandwich BBQ Chicken,Western foods (India) - Subs,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.66,9.66,9.66,Low,0.74,14.000000000000002,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
WEST_IN_0277,Sub and Wich Cheese,Sub Sandwich Cheese,Western foods (India) - Subs,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.36,11.36,11.36,Medium,0.74,16.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_veg.
WEST_IN_0279,Sub and Wich Chicken,Sub Sandwich Chicken,Western foods (India) - Subs,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.66,9.66,9.66,Low,0.74,14.000000000000002,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
NONIND_0122,Sugarcanegranules,Sugarcanegranules,Non-Indian reference food,portion,100,100,100,0.5,68.0,Henry et al. GI tables (non-Indian cohort),44.97,44.97,44.97,High,0.88,66.13333333333333,Original country: Malaysia. Renamed generically for Indian audience.
T2_0057,Suji Upma,Suji upma (vegetable),Mixed meals,portion,100,100,100,0.75,62.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.58,7.58,7.58,Low,0.84,12.222222222222221,Vegetables reduce carb density.
NONIND_0781,Sukkary,Sukkary,Non-Indian reference food,portion,100,100,100,0.5,43.4,Henry et al. GI tables (non-Indian cohort),18.63,18.63,18.63,Medium,0.88,42.93333333333334,Original country: SaudiArabia. Renamed generically for Indian audience.
NONIND_0150,Sukun,Sukun(Artocarpuscommunisforst),Non-Indian reference food,portion,100,100,100,0.5,90.0,Henry et al. GI tables (non-Indian cohort),13.2,13.2,13.2,Medium,0.88,14.666666666666666,Original country: Indonesia. Renamed generically for Indian audience.
T1_0110,Sunflower and Barley Bread,Sunflower and barley bread (Riga bakeries,Grains & staples,portion,100,100,100,0.9,57.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #110",57.0,57.0,57.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 11g available carbs and GL 6.
IND_HENRY2021_621,Surti Kolam,Surti Kolam (parboiledrice),Grains & staples,portion,100,100,100,0.55,77.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 259 g provides 50 g available carbs (table page 21).",9.91,9.91,9.91,Low,0.9,12.866666666666667,Computed carbs per 100 g using study portion: 50 g available carbs in 259 g portion. GI SEM/SD reported: 4.
NONIND_0169,Suwegoyek,Suwegoyek,Non-Indian reference food,portion,100,100,100,0.5,42.0,Henry et al. GI tables (non-Indian cohort),21.67,21.67,21.67,High,0.88,51.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0172,Suwegtiwul,Suwegtiwul,Non-Indian reference food,portion,100,100,100,0.5,40.0,Henry et al. GI tables (non-Indian cohort),19.68,19.68,19.68,Medium,0.88,49.2,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0415,Sweet Corn,Sweetcorn(Cooked),Non-Indian reference food,portion,100,100,100,0.5,55.0,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.88,13.333333333333334,Original country: China. Renamed generically for Indian audience.
T1_0502,Sweet Corn on The Cob Boiled,"Sweet corn, on the cob, boiled",Grains & staples,portion,100,100,100,0.55,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #502",2.67,2.67,2.67,Low,0.92,13.333333333333334,Normalized to 100g from table serving 150g with 30g available carbs and GL 14.
T4_0083,Sweet Corn Soup,Sweet corn soup,Mixed meals,portion,100,100,100,0.5,55.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.67,3.08,3.67,Low,0.56,6.666666666666667,Corn starch.
NONIND_0064,Sweet Potato,Sweetpotato(Ipomoeabatatas),Non-Indian reference food,portion,100,100,100,0.5,77.0,Henry et al. GI tables (non-Indian cohort),15.86,15.86,15.86,Medium,0.88,20.599999999999998,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0558,Sweet Potato Baked,"Sweetpotato,Baked",Non-Indian reference food,portion,100,100,100,0.5,94.0,Henry et al. GI tables (non-Indian cohort),18.67,18.67,18.67,Medium,0.88,19.866666666666667,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0556,Sweet Potato Boiled,"Sweetpotato,Boiled",Non-Indian reference food,portion,100,100,100,0.5,46.0,Henry et al. GI tables (non-Indian cohort),6.53,6.53,6.53,Low,0.88,14.200000000000001,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0559,Sweet Potato Fried,"Sweetpotato,Fried",Non-Indian reference food,portion,100,100,100,0.5,76.0,Henry et al. GI tables (non-Indian cohort),15.1,15.1,15.1,Medium,0.88,19.866666666666667,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0557,Sweet Potato Roasted,"Sweetpotato,Roasted",Non-Indian reference food,portion,100,100,100,0.5,82.0,Henry et al. GI tables (non-Indian cohort),16.29,16.29,16.29,Medium,0.88,19.866666666666667,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0387,Sweet Potato Starch Sevai,Sweetpotatostarchvermicelli,Non-Indian reference food,portion,100,100,100,0.7,60.0,Henry et al. GI tables (non-Indian cohort),26.4,26.4,26.4,High,0.88,44.0,Original country: Korea. Renamed generically for Indian audience.
NONIND_0554,Sweet Yam Boiled,"Sweetyam,Boiled",Non-Indian reference food,portion,100,100,100,0.5,79.0,Henry et al. GI tables (non-Indian cohort),8.85,8.85,8.85,Low,0.88,11.200000000000001,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0555,Sweet Yam Roasted,"Sweetyam,Roasted",Non-Indian reference food,portion,100,100,100,0.5,82.0,Henry et al. GI tables (non-Indian cohort),14.21,14.21,14.21,Medium,0.88,17.333333333333336,Original country: WestIndia. Renamed generically for Indian audience.
T2_0042,And Oori Roti,Tandoori roti (wheat),Breads & flatbreads,portion,100,100,100,0.8,62.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,62.0,62.0,62.0,High,0.86,100.0,Similar to chapati; cooked in tandoor.
T4_0067,Tacos,"Tacos (veg, Indianized)",Mixed meals,portion,100,100,100,0.5,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.13,12.13,12.13,Medium,0.55,18.666666666666668,Shells + fillings.
WEST_IN_0194,Tacos Chicken,Tacos Chicken,Western foods (India) - Wraps & Tex-Mex,portion,100,100,100,0.5,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.99,11.2,9.99,Low,0.71,14.666666666666666,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
WEST_IN_0195,Tacos Veg,Tacos Veg,Western foods (India) - Wraps & Tex-Mex,portion,100,100,100,0.5,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.21,11.4,10.21,Medium,0.71,14.666666666666666,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
NONIND_0541,Taiwan Sevai,Taiwanvermicelli,Non-Indian reference food,portion,100,100,100,0.7,68.0,Henry et al. GI tables (non-Indian cohort),31.25,31.25,31.25,High,0.88,45.95,Original country: HongKong. Renamed generically for Indian audience.
T2_0075,Tamarind Rice,Tamarind rice,Mixed meals,portion,100,100,100,0.85,65.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.53,9.53,9.53,Low,0.79,14.666666666666666,Seasoned rice; recipe-based.
NONIND_0369,Tangerine,Tangerine,Non-Indian reference food,portion,100,100,100,0.5,50.4,Henry et al. GI tables (non-Indian cohort),16.8,16.8,16.8,Medium,0.88,33.33333333333333,Original country: Korea. Renamed generically for Indian audience.
IND_HENRY2021_687,Tapioca,Tapioca,Other,portion,100,100,100,0.5,83.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Glucose/2h; ref food/time: participants; portion 135 g provides 50 g available carbs (table page 23).",20.62,20.62,20.62,High,0.92,24.666666666666668,Computed carbs per 100 g using study portion: 50 g available carbs in 135 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0479,Taro,Taro,Non-Indian reference food,portion,100,100,100,0.5,69.0,Henry et al. GI tables (non-Indian cohort),9.2,9.2,9.2,Low,0.88,13.333333333333334,"Original country: Taiwan,China. Renamed generically for Indian audience."
T3_0134,Tea,"Tea (chai, with sugar)",Beverages,portion,100,100,100,0.85,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.33,4.55,4.33,Low,0.7,6.666666666666667,Sugar-sweetened chai; estimate.
T3_0140,Tender Coconut Water,Tender coconut water,Beverages,portion,100,100,100,0.6,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.72,1.26,0.72,Low,0.7,1.6,Low carbs per 100g.
NONIND_0135,Thail and Chiangbrown Rice Cookedin,Thailandchiangbrownrice—Cookedin,Non-Indian reference food,portion,100,100,100,0.85,65.0,Henry et al. GI tables (non-Indian cohort),12.05,12.05,12.05,Medium,0.88,18.533333333333335,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0130,Thail and Chiangbrown Rice Pressurecooked,Thailandchiangbrownrice—Pressurecooked,Non-Indian reference food,portion,100,100,100,0.85,58.0,Henry et al. GI tables (non-Indian cohort),10.48,10.48,10.48,Medium,0.88,18.066666666666666,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0137,Thail and Lepnokbrown Rice Cookedin,Thailandlepnokbrownrice—Cookedin,Non-Indian reference food,portion,100,100,100,0.85,62.0,Henry et al. GI tables (non-Indian cohort),11.57,11.57,11.57,Medium,0.88,18.666666666666668,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0132,Thail and Lepnokbrown Rice Pressurecooked,Thailandlepnokbrownrice—Pressurecooked,Non-Indian reference food,portion,100,100,100,0.85,59.0,Henry et al. GI tables (non-Indian cohort),10.86,10.86,10.86,Medium,0.88,18.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0131,Thail and Sungyodbrown Rice,Thailandsungyodbrownrice—,Non-Indian reference food,portion,100,100,100,0.85,81.0,Henry et al. GI tables (non-Indian cohort),14.8,14.8,14.8,Medium,0.88,18.266666666666666,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0136,Thail and Sungyodbrown Rice Cookedin,Thailandsungyodbrownrice—Cookedin,Non-Indian reference food,portion,100,100,100,0.85,72.0,Henry et al. GI tables (non-Indian cohort),13.25,13.25,13.25,Medium,0.88,18.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0095,Thaired,Thaired,Non-Indian reference food,portion,100,100,100,0.5,55.0,Henry et al. GI tables (non-Indian cohort),10.52,10.52,10.52,Medium,0.88,19.133333333333333,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0737,Thareed,Thareed(Beef),Non-Indian reference food,portion,100,100,100,0.5,74.0,Henry et al. GI tables (non-Indian cohort),5.38,5.38,5.38,Low,0.88,7.2666666666666675,Original country: UnitedArab. Renamed generically for Indian audience.
IND_HENRY2021_699,Thepla,Thepla,Other,portion,100,100,100,0.5,57.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 143; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 24).",23.12,23.12,23.12,High,0.92,40.0,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0660,Thosai,Thosai(Madewith25%Soyflourand75%,Non-Indian reference food,portion,100,100,100,0.5,47.3,Henry et al. GI tables (non-Indian cohort),0.7,0.6,0.7,Low,0.88,0.9333333333333332,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0661,Thosai and Sambol,Thosaiandsambol,Non-Indian reference food,portion,100,100,100,0.5,63.9,Henry et al. GI tables (non-Indian cohort),11.37,11.37,11.37,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0663,Thosai and Sampar,Thosaiandsampar,Non-Indian reference food,portion,100,100,100,0.5,71.9,Henry et al. GI tables (non-Indian cohort),12.8,12.8,12.8,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0662,Thosai Sambol and Plantain,"Thosai,Sambolandplantain",Non-Indian reference food,portion,100,100,100,0.5,60.2,Henry et al. GI tables (non-Indian cohort),10.72,10.72,10.72,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0665,Thosai Sambol and Sampar,"Thosai,Sambolandsampar",Non-Indian reference food,portion,100,100,100,0.5,65.6,Henry et al. GI tables (non-Indian cohort),11.68,11.68,11.68,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0666,Thosai Sambol Sampar and Plantain,"Thosai,Sambol,Samparandplantain",Non-Indian reference food,portion,100,100,100,0.5,63.0,Henry et al. GI tables (non-Indian cohort),11.21,11.21,11.21,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0664,Thosai Sampar and Plantain,"Thosai,Samparandplantain",Non-Indian reference food,portion,100,100,100,0.5,68.6,Henry et al. GI tables (non-Indian cohort),12.21,12.21,12.21,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.
T3_0113,Toast with Jam,Toast with jam,Snacks,portion,100,100,100,0.5,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,70.0,70.0,70.0,High,0.62,100.0,Sugar/jam; recipe-based.
NONIND_0297,Togue,Togue(Veg),Non-Indian reference food,portion,100,100,100,0.5,25.0,Henry et al. GI tables (non-Indian cohort),1.8,1.6,2.0,Low,0.88,4.866666666666666,Original country: Philippines. Renamed generically for Indian audience.
T3_0064,Tomato Rice,Tomato rice,Mixed meals,portion,100,100,100,0.85,62.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.09,9.0,9.09,Low,0.66,14.666666666666666,Seasoned rice; recipe-based.
T4_0084,Tomato Soup,Tomato soup,Mixed meals,portion,100,100,100,0.5,50.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.67,2.24,2.67,Low,0.56,5.333333333333334,Sugar added sometimes.
T2_0079,Toor Dal,"Toor dal (plain, cooked)",Pulses & legumes,portion,100,100,100,0.8,38.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.55,4.68,3.55,Low,0.88,9.333333333333334,Plain dal; estimated.
T3_0017,Toor Dal Tadka,Toor dal tadka,Mixed meals,portion,100,100,100,0.8,40.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.73,4.14,3.73,Low,0.74,9.333333333333334,Cooked dal + tadka.
T1_0102,Traditional French Baguette,Traditional French baguette (prepared with wheat,Grains & staples,portion,100,100,100,0.55,57.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #102",22.8,22.8,22.8,High,0.92,40.0,Normalized to 100g from table serving 30g with 18g available carbs and GL 10.
T1_0389,Traditional Porridge Oat,Traditional porridge oats,Grains & staples,portion,100,100,100,0.55,51.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #389",2.86,4.05,2.86,Low,0.92,5.6000000000000005,Normalized to 100g from table serving 250g with 21g available carbs and GL 11.
NONIND_0713,Traditionaldates,Traditionaldates,Non-Indian reference food,portion,100,100,100,0.5,45.3,Henry et al. GI tables (non-Indian cohort),22.62,22.62,22.62,High,0.88,49.93333333333334,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0519,Tuna Fish Bun,Tunafishbun,Non-Indian reference food,portion,100,100,100,0.5,46.0,Henry et al. GI tables (non-Indian cohort),11.04,11.04,11.04,Medium,0.88,24.0,Original country: Hong. Renamed generically for Indian audience.
NONIND_0153,Ubi Uwi,Ubi/Uwi(Dioscoreaalatalinn.),Non-Indian reference food,portion,100,100,100,0.5,73.0,Henry et al. GI tables (non-Indian cohort),10.71,10.71,10.71,Medium,0.88,14.666666666666666,Original country: Indonesia. Renamed generically for Indian audience.
WEST_IN_0222,Udon Noodles,Udon Noodles,Western/Asian (India) - Noodles,portion,100,100,100,0.7,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.63,3.63,3.63,Low,0.74,8.799999999999999,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.
NONIND_0773,Um Kabar,Um-Kabar,Non-Indian reference food,portion,100,100,100,0.5,58.7,Henry et al. GI tables (non-Indian cohort),28.29,28.29,28.29,High,0.88,48.199999999999996,Original country: SaudiArabia. Renamed generically for Indian audience.
IND_HENRY2021_715,Uncle Ben Swhole Grainfast and Natural,Uncle Ben’swhole-grainfastandnatural,Other,portion,100,100,100,0.5,87.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h instantbrownrice participants; portion 193 g provides 50 g available carbs (table page 24).",15.16,15.16,15.16,Medium,0.9,17.266666666666666,Computed carbs per 100 g using study portion: 50 g available carbs in 193 g portion. GI SEM/SD reported: 6.8.
NONIND_0767,Uncleben Rice,Uncleben’Srice,Non-Indian reference food,portion,100,100,100,0.85,54.0,Henry et al. GI tables (non-Indian cohort),6.01,6.01,6.01,Low,0.88,11.133333333333333,Original country: SaudiArabia. Renamed generically for Indian audience.
IND_HENRY2021_709,Upma,Upma (addedfingermilletvermicelli),Grains & staples,portion,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.9,17.77777777777778,Computed carbs per 100 g using study portion: 16 g available carbs in 50 g portion. GI SEM/SD reported: 5.5.
T2_0082,Urad Dal,"Urad dal (plain, cooked)",Pulses & legumes,portion,100,100,100,0.8,40.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.73,4.82,3.73,Low,0.86,9.333333333333334,Plain dal; estimated.
T3_0087,Usal,Usal (matki),Mixed meals,portion,100,100,100,0.5,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.2,4.28,4.2,Low,0.68,9.333333333333334,Sprouts curry; recipe-based.
T2_0066,Uttapam,Uttapam (plain),Mixed meals,portion,100,100,100,0.7,74.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.18,10.18,10.18,Medium,0.83,13.750000000000002,Thicker dosa; recipe-based.
