food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
INDWEBX_00214,Uttapam (onion),Uttapam (onion),Mixed meals,portion,150,105,195,0.6,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.066666666666666,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00215,Uttapam (plain),Uttapam (plain),Mixed meals,portion,151,106,196,0.6,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.066666666666666,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00216,Uttapam (tomato),Uttapam (tomato),Mixed meals,portion,150,105,195,0.6,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.066666666666666,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00217,Atte ka halwa,Atte ka halwa,Sweets & desserts,piece,64,48,81,0.7,61.0,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.868852459016395,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00218,Balushahi,Balushahi,Sweets & desserts,piece,69,51,87,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00219,Besan ladoo,Besan ladoo,Sweets & desserts,piece,74,55,92,0.7,67.0,Henry et al. GI tables (non-Indian cohort),11.77,11.77,11.77,Medium,0.48,17.567164179104477,Class=sweet. Proxy-mapped to validated source 'Instant Sweet Milk Bun' (food_id=NONIND_0533); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00220,Boondi ladoo,Boondi ladoo,Sweets & desserts,piece,66,49,83,0.7,80.7,Henry et al. GI tables (non-Indian cohort),28.68,28.68,28.68,High,0.48,35.53903345724907,Class=sweet. Proxy-mapped to validated source 'Rice Cake' (food_id=NONIND_0378); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00221,Chhena poda,Chhena poda,Sweets & desserts,piece,69,52,86,0.7,61.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #730",34.16,34.16,34.16,High,0.5,55.99999999999999,Class=sweet. Proxy-mapped to validated source 'Rice Cake Doongara Rice' (food_id=T1_0730); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00222,Chikki (peanut),Chikki (peanut),Sweets & desserts,piece,69,51,87,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00223,Chikki (til),Chikki (til),Sweets & desserts,piece,64,48,81,0.7,61.0,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.868852459016395,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00224,Gajak,Gajak,Sweets & desserts,piece,69,51,87,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00225,Gajar halwa,Gajar halwa,Sweets & desserts,piece,64,48,81,0.7,61.0,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.868852459016395,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00226,Ghevar,Ghevar,Sweets & desserts,piece,67,50,85,0.7,83.0,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.373493975903614,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00227,Imarti,Imarti,Sweets & desserts,piece,64,48,81,0.7,61.0,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.868852459016395,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00228,Kheer (rice),Kheer (rice),Sweets & desserts,piece,61,46,76,0.75,31.0,Henry et al. GI tables (non-Indian cohort),11.88,11.88,11.88,Medium,0.5,38.32258064516129,Class=sweet. Proxy-mapped to validated source 'Cookie with Rice Bran' (food_id=NONIND_0175); score=0.28; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00229,Malpua,Malpua,Sweets & desserts,piece,66,50,83,0.7,47.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.5,6.404255319148936,Class=sweet. Proxy-mapped to validated source 'Chocolate Made from Powder and Whole Milk' (food_id=T1_0830); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00230,Mishti doi,Mishti doi,Sweets & desserts,piece,69,51,87,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00231,Modak (ukadiche),Modak (ukadiche),Sweets & desserts,piece,69,52,86,0.7,61.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #730",34.16,34.16,34.16,High,0.5,55.99999999999999,Class=sweet. Proxy-mapped to validated source 'Rice Cake Doongara Rice' (food_id=T1_0730); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00232,Moong dal halwa,Moong dal halwa,Sweets & desserts,piece,64,48,81,0.7,61.0,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.868852459016395,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00233,Motichoor ladoo,Motichoor ladoo,Sweets & desserts,piece,69,52,86,0.7,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.5,56.0,Class=sweet. Proxy-mapped to validated source 'Rice Cake Calrose Rice' (food_id=T1_0729); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00234,Phirni,Phirni,Sweets & desserts,piece,66,49,83,0.7,80.7,Henry et al. GI tables (non-Indian cohort),28.68,28.68,28.68,High,0.48,35.53903345724907,Class=sweet. Proxy-mapped to validated source 'Rice Cake' (food_id=NONIND_0378); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00235,Puran poli,Puran poli,Sweets & desserts,piece,67,50,85,0.7,83.0,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.373493975903614,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00236,Revdi,Revdi,Sweets & desserts,piece,69,52,86,0.7,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.5,56.0,Class=sweet. Proxy-mapped to validated source 'Rice Cake Calrose Rice' (food_id=T1_0729); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00237,Sandesh,Sandesh,Sweets & desserts,piece,67,50,85,0.7,83.0,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.373493975903614,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00238,Seviyan kheer,Seviyan kheer,Sweets & desserts,piece,74,55,92,0.7,67.0,Henry et al. GI tables (non-Indian cohort),11.77,11.77,11.77,Medium,0.48,17.567164179104477,Class=sweet. Proxy-mapped to validated source 'Instant Sweet Milk Bun' (food_id=NONIND_0533); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00239,Sheer khurma,Sheer khurma,Sweets & desserts,piece,66,50,83,0.7,47.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.5,6.404255319148936,Class=sweet. Proxy-mapped to validated source 'Chocolate Made from Powder and Whole Milk' (food_id=T1_0830); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00240,Shrikhand,Shrikhand,Sweets & desserts,piece,67,50,85,0.7,83.0,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.373493975903614,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00241,Soan papdi,Soan papdi,Sweets & desserts,piece,73,55,91,0.7,67.0,Henry et al. GI tables (non-Indian cohort),11.77,11.77,11.77,Medium,0.48,17.567164179104477,Class=sweet. Proxy-mapped to validated source 'Instant Sweet Milk Bun' (food_id=NONIND_0533); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00242,Suji halwa,Suji halwa,Sweets & desserts,piece,69,52,86,0.7,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.5,56.0,Class=sweet. Proxy-mapped to validated source 'Rice Cake Calrose Rice' (food_id=T1_0729); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00243,Til ladoo,Til ladoo,Sweets & desserts,piece,64,48,81,0.7,56.0,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.48,78.125,Class=sweet. Proxy-mapped to validated source 'Moon Cake' (food_id=NONIND_0530); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00244,Unniyappam,Unniyappam,Sweets & desserts,piece,64,48,81,0.7,56.0,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.48,78.125,Class=sweet. Proxy-mapped to validated source 'Moon Cake' (food_id=NONIND_0530); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00245,Aloo bharta,Aloo bharta,Vegetables,portion,150,105,195,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.668261562998403,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00246,Aloo do pyaza,Aloo do pyaza,Vegetables,portion,150,105,195,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00247,Aloo dry,Aloo dry,Vegetables,plate,150,120,180,0.7,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00248,Aloo fry,Aloo fry,Vegetables,piece,77,58,96,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00249,Aloo jalfrezi,Aloo jalfrezi,Vegetables,portion,150,105,195,0.6,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.83,11.83,11.83,Medium,0.44,16.661971830985916,Class=other. Proxy-mapped to validated source 'Burger Aloo Tikki' (food_id=WEST_IN_0099); score=0.25; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00250,Aloo jeera,Aloo jeera,Vegetables,portion,150,105,195,0.6,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.83,11.83,11.83,Medium,0.44,16.661971830985916,Class=other. Proxy-mapped to validated source 'Burger Aloo Tikki' (food_id=WEST_IN_0099); score=0.25; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00251,Aloo korma,Aloo korma,Vegetables,portion,150,105,195,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00252,Aloo kurma,Aloo kurma,Vegetables,portion,150,105,195,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00253,Aloo masala,Aloo masala,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00254,Aloo matar gravy,Aloo matar gravy,Vegetables,portion,150,105,195,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00255,Aloo palak,Aloo palak,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00256,Aloo salan,Aloo salan,Vegetables,plate,150,120,180,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00257,Arbi bharta,Arbi bharta,Vegetables,plate,150,120,180,0.7,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00258,Arbi do pyaza,Arbi do pyaza,Vegetables,plate,150,120,180,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00259,Arbi dry,Arbi dry,Vegetables,portion,150,105,195,0.55,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00260,Arbi fry,Arbi fry,Vegetables,portion,150,105,195,0.55,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00261,Arbi jalfrezi,Arbi jalfrezi,Vegetables,portion,150,105,195,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.136986301369863,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00262,Arbi jeera,Arbi jeera,Vegetables,plate,150,120,180,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00263,Arbi korma,Arbi korma,Vegetables,portion,150,105,195,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.324324324324324,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00264,Arbi kurma,Arbi kurma,Vegetables,portion,153,107,198,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00265,Arbi masala,Arbi masala,Vegetables,plate,150,120,180,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00266,Arbi matar gravy,Arbi matar gravy,Vegetables,portion,150,105,195,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.14; tier=prototype. Converted from source serving_size_g=250g.
INDWEBX_00267,Arbi salan,Arbi salan,Vegetables,plate,150,120,180,0.7,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00268,Baingan do pyaza,Baingan do pyaza,Vegetables,portion,150,105,195,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.668261562998403,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00269,Baingan dry,Baingan dry,Vegetables,piece,71,53,89,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00270,Baingan fry,Baingan fry,Vegetables,portion,150,105,195,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.668261562998403,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00271,Baingan jalfrezi,Baingan jalfrezi,Vegetables,piece,71,53,89,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00272,Baingan jeera,Baingan jeera,Vegetables,plate,150,120,180,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00273,Baingan korma,Baingan korma,Vegetables,plate,150,120,180,0.7,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00274,Baingan kurma,Baingan kurma,Vegetables,plate,150,120,180,0.7,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00275,Baingan masala,Baingan masala,Vegetables,piece,70,52,87,0.7,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00276,Baingan salan,Baingan salan,Vegetables,plate,150,120,180,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00277,Beans bharta,Beans bharta,Vegetables,portion,152,107,197,0.6,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.74910394265233,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00278,Beans do pyaza,Beans do pyaza,Vegetables,plate,150,120,180,0.7,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.333333333333332,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00279,Beans dry,Beans dry,Vegetables,plate,150,120,180,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00280,Beans fry,Beans fry,Vegetables,portion,150,105,195,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.136986301369863,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00281,Beans jalfrezi,Beans jalfrezi,Vegetables,portion,150,105,195,0.55,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00282,Beans jeera,Beans jeera,Vegetables,portion,150,105,195,0.55,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.9,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00283,Beans korma,Beans korma,Vegetables,plate,150,120,180,0.7,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89041095890411,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
