food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_serving_calc,available_carbs_quality_flag,available_carbs_g_original,available_carbs_per_serving_original
INDWEB_0277,Pickle (mango),Pickle (mango),Dairy,piece,100,100,100,0.75,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",3.64,3.64,3.64,Low,0.64,10.4,"Per-100g values proxy-mapped to validated source item 'Mango' (food_id=IND_HENRY2021_606); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",pickle(mango) | Pickle | pickle,"Pickle (mango) | aliases: pickle(mango), Pickle, pickle | category: Dairy | serving_type: piece | serving_g: 100(min 100 max 100) | GI: 35 | GL_median: 3.64 | GL_category: Low | available_carbs_g: 10.4 | confidence_score: 0.64 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21). | notes: Per-100g values proxy-mapped to validated source item 'Mango' (food_id=IND_HENRY2021_606); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butte...",10.4,PASS,10.4,10.4
INDWEB_0278,Pickle (lime),Pickle (lime),Dairy,portion,100,100,100,0.75,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007).",pickle(lime) | Pickle | pickle,"Pickle (lime) | aliases: pickle(lime), Pickle, pickle | category: Dairy | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 70.4 | GL_median: 13.14 | GL_category: Medium | available_carbs_g: 18.67 | confidence_score: 0.72 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",18.67,PASS,18.67,18.67
INDWEB_0279,Papad (roasted),Papad (roasted),Dairy,portion,100,100,100,0.75,77.0,Henry et al. GI tables (non-Indian cohort),12.94,12.94,12.94,Medium,0.62,16.8,"Per-100g values proxy-mapped to validated source item 'Luceayam Roasted' (food_id=NONIND_0551); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",papad(roasted) | papad | Papad,"Papad (roasted) | aliases: papad(roasted), papad, Papad | category: Dairy | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 77 | GL_median: 12.94 | GL_category: Medium | available_carbs_g: 16.8 | confidence_score: 0.62 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Luceayam Roasted' (food_id=NONIND_0551); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/...",16.8,PASS,16.8,16.8
INDWEB_0280,Papad (fried),Papad (fried),Dairy,portion,100,100,100,0.75,69.0,Henry et al. GI tables (non-Indian cohort),16.56,16.56,16.56,Medium,0.62,24.0,"Per-100g values proxy-mapped to validated source item 'Fried Fritter' (food_id=NONIND_0517); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",papad(fried) | papad | Papad,"Papad (fried) | aliases: papad(fried), papad, Papad | category: Dairy | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 69 | GL_median: 16.56 | GL_category: Medium | available_carbs_g: 24 | confidence_score: 0.62 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Fried Fritter' (food_id=NONIND_0517); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/but...",24.0,PASS,24.0,24.0
INDWEB_0281,Salad (kachumber),Salad (kachumber),Dairy,plate,100,100,100,0.75,86.0,Henry et al. GI tables (non-Indian cohort),11.46,11.46,11.46,Medium,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polishedbrown Rice' (food_id=NONIND_0069).",salad(kachumber) | Salad | salad,"Salad (kachumber) | aliases: salad(kachumber), Salad, salad | category: Dairy | serving_type: plate | serving_g: 100(min 100 max 100) | GI: 86 | GL_median: 11.46 | GL_category: Medium | available_carbs_g: 13.33 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",13.33,PASS,13.33,13.33
INDWEB_0282,Onion salad,Onion salad,Dairy,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",onionsalad,"Onion salad | aliases: onionsalad | category: Dairy | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 71 | GL_median: 14.2 | GL_category: Medium | available_carbs_g: 20 | confidence_score: 0.41 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). | notes: Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter,...",20.0,PASS,20.0,20.0
INDWEB_0283,Green salad,Green salad,Dairy,portion,100,100,100,0.75,31.4,Henry et al. GI tables (non-Indian cohort),5.32,5.32,5.32,Low,0.45,16.93,"Per-100g values proxy-mapped to validated source item 'Green Gram' (food_id=NONIND_0621); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",greensalad,"Green salad | aliases: greensalad | category: Dairy | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 31.4 | GL_median: 5.32 | GL_category: Low | available_carbs_g: 16.93 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Green Gram' (food_id=NONIND_0621); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",16.93,PASS,16.93,16.93
INDWEB_0284,Idli podi (gunpowder) with oil,Idli podi (gunpowder) with oil,Mixed meals,plate,100,100,100,0.75,68.0,Henry et al. GI tables (non-Indian cohort),11.7,11.7,11.7,Medium,0.45,17.2,"Per-100g values proxy-mapped to validated source item 'White Rice Cooked with Oil' (food_id=NONIND_0010); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Idli podi   with oil | idli podi with oil | idlipodiwithoil,"Idli podi (gunpowder) with oil | aliases: Idli podi   with oil, idli podi with oil, idlipodiwithoil | category: Mixed meals | serving_type: plate | serving_g: 100(min 100 max 100) | GI: 68 | GL_median: 11.7 | GL_category: Medium | available_carbs_g: 17.2 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'White Rice Cooked with Oil' (food_id=NONIND_0010); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oi...",17.2,PASS,17.2,17.2
INDWEB_0285,Dosa podi with ghee,Dosa podi with ghee,Mixed meals,piece,80,35,155,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",15.51,6.79,30.05,Medium,0.45,34.75,"Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",dosapodiwithghee,"Dosa podi with ghee | aliases: dosapodiwithghee | category: Mixed meals | serving_type: piece | serving_g: 35(min 80 max 155) | GI: 55.8 | GL_median: 15.51 | GL_category: Medium | available_carbs_g: 34.75 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23). | notes: Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",12.1625,PASS,34.75,12.1625
INDWEB_0286,Hyderabadi haleem,Hyderabadi haleem,Mixed meals,katori,100,100,100,0.75,44.4,Henry et al. GI tables (non-Indian cohort),6.78,6.78,6.78,Low,0.88,15.27,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Green Curry' (food_id=NONIND_0601).",hyderabadihaleem,"Hyderabadi haleem | aliases: hyderabadihaleem | category: Mixed meals | serving_type: katori | serving_g: 100(min 100 max 100) | GI: 44.4 | GL_median: 6.78 | GL_category: Low | available_carbs_g: 15.27 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",15.27,PASS,15.27,15.27
INDWEB_0287,Nihari,Nihari,Mixed meals,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Potato' (food_id=NONIND_0428).",,"Nihari | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 62 | GL_median: 8.26 | GL_category: Low | available_carbs_g: 13.33 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",13.33,PASS,13.33,13.33
INDWEB_0288,Payaa soup,Payaa soup,Mixed meals,portion,100,100,100,0.75,74.0,Henry et al. GI tables (non-Indian cohort),15.44,15.44,15.44,Medium,0.45,20.87,"Per-100g values proxy-mapped to validated source item 'Soy Bean Paste Soup and Rice' (food_id=NONIND_0314); mapping_score=0.14; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",payaasoup,Payaa soup | aliases: payaasoup | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 74 | GL_median: 15.44 | GL_category: Medium | available_carbs_g: 20.87 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Soy Bean Paste Soup and Rice' (food_id=NONIND_0314); mapping_score=0.14; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (...,20.87,PASS,20.87,20.87
INDWEB_0289,Dal baati churma,Dal baati churma,Mixed meals,katori,200,160,240,0.6,42.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.2,8.96,13.44,Medium,0.83,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Moong Dal Chilla' (food_id=T2_0091).",dalbaatichurma,"Dal baati churma | aliases: dalbaatichurma | category: Mixed meals | serving_type: katori | serving_g: 160(min 200 max 240) | GI: 42 | GL_median: 11.2 | GL_category: Medium | available_carbs_g: 13.33 | confidence_score: 0.83 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",21.328,PASS,13.33,21.328
INDWEB_0290,Baati (plain),Baati (plain),Mixed meals,portion,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",baati(plain) | Baati | baati,"Baati (plain) | aliases: baati(plain), Baati, baati | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 60 | GL_median: 8.95 | GL_category: Low | available_carbs_g: 14.92 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/...",14.92,PASS,14.92,14.92
INDWEB_0291,Churma (sweet),Churma (sweet),Mixed meals,portion,100,100,100,0.75,55.0,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.45,13.33,"Per-100g values proxy-mapped to validated source item 'Sweet Corn' (food_id=NONIND_0415); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",churma(sweet) | Churma | churma,"Churma (sweet) | aliases: churma(sweet), Churma, churma | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 55 | GL_median: 7.33 | GL_category: Low | available_carbs_g: 13.33 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Sweet Corn' (food_id=NONIND_0415); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",13.33,PASS,13.33,13.33
INDWEB_0292,Undhiyu,Undhiyu,Mixed meals,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Veg Gie Delight' (food_id=WEST_IN_0096).",,"Undhiyu | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 69.9 | GL_median: 13.05 | GL_category: Medium | available_carbs_g: 18.67 | confidence_score: 0.72 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",18.67,PASS,18.67,18.67
INDWEB_0293,Kadhi khichdi (combo),Kadhi khichdi (combo),Mixed meals,portion,134,120,150,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.45,11.11,"Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Kadhi khichdi | kadhi khichdi | kadhikhichdi(combo) | kadhikhichdi,"Kadhi khichdi (combo) | aliases: Kadhi khichdi, kadhi khichdi, kadhikhichdi(combo), kadhikhichdi | category: Mixed meals | serving_type: portion | serving_g: 120(min 134 max 150) | GI: 35 | GL_median: 5.21 | GL_category: Low | available_carbs_g: 11.11 | confidence_score: 0.45 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22). | notes: Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter...",13.332,PASS,11.11,13.332
INDWEB_0294,Dal chawal (plain),Dal chawal (plain),Mixed meals,portion,200,160,240,0.6,60.0,Henry et al. GI tables (non-Indian cohort),17.9,14.32,21.48,Medium,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",Dal chawal | dal chawal | dalchawal(plain) | dalchawal,"Dal chawal (plain) | aliases: Dal chawal, dal chawal, dalchawal(plain), dalchawal | category: Mixed meals | serving_type: portion | serving_g: 160(min 200 max 240) | GI: 60 | GL_median: 17.9 | GL_category: Medium | available_carbs_g: 14.92 | confidence_score: 0.45 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/...",23.872,PASS,14.92,23.872
INDWEB_0295,Curd rice with pickle,Curd rice with pickle,Mixed meals,plate,134,120,150,0.9,3.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #577",0.71,0.64,0.8,Low,0.64,17.78,"Per-100g values proxy-mapped to validated source item 'Japonica Rice with' (food_id=T1_0577); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",curdricewithpickle,"Curd rice with pickle | aliases: curdricewithpickle | category: Mixed meals | serving_type: plate | serving_g: 120(min 134 max 150) | GI: 3 | GL_median: 0.71 | GL_category: Low | available_carbs_g: 17.78 | confidence_score: 0.64 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #577 | notes: Per-100g values proxy-mapped to validated source item 'Japonica Rice with' (food_id=T1_0577); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/bu...",21.336,PASS,17.78,21.336
INDWEB_0296,Chole chawal (combo),Chole chawal (combo),Mixed meals,portion,100,100,100,0.75,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.0,8.0,8.0,Low,0.78,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chole Chawal' (food_id=T2_0102).",chana masala | Chole chawal | chole chawal | Chole Chawal | chole masala | cholechawal(combo) | cholechawal | chholay,"Chole chawal (combo) | aliases: chana masala, Chole chawal, chole chawal, Chole Chawal, chole masala, cholechawal(combo), cholechawal, chholay | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 60 | GL_median: 8 | GL_category: Low | available_carbs_g: 13.33 | confidence_score: 0.78 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",13.33,PASS,13.33,13.33
INDWEB_0297,Lucknowi biryani,Lucknowi biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,24.0,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",lucknowibiryani,"Lucknowi biryani | aliases: lucknowibiryani | category: Mixed meals | serving_type: plate | serving_g: 120(min 134 max 150) | GI: 52 | GL_median: 5.49 | GL_category: Low | available_carbs_g: 7.88 | confidence_score: 0.62 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",28.8,FIXED:RICE_DISH_CARBS_SET_MIN_24G_PER100G,7.88,9.456
INDWEB_0298,Kolkata biryani,Kolkata biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,24.0,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",kolkatabiryani,"Kolkata biryani | aliases: kolkatabiryani | category: Mixed meals | serving_type: plate | serving_g: 120(min 134 max 150) | GI: 52 | GL_median: 5.49 | GL_category: Low | available_carbs_g: 7.88 | confidence_score: 0.62 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",28.8,FIXED:RICE_DISH_CARBS_SET_MIN_24G_PER100G,7.88,9.456
INDWEB_0299,Ambur biryani,Ambur biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,24.0,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",amburbiryani,"Ambur biryani | aliases: amburbiryani | category: Mixed meals | serving_type: plate | serving_g: 120(min 134 max 150) | GI: 52 | GL_median: 5.49 | GL_category: Low | available_carbs_g: 7.88 | confidence_score: 0.62 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, c...",28.8,FIXED:RICE_DISH_CARBS_SET_MIN_24G_PER100G,7.88,9.456
INDWEB_0300,Vangi bath,Vangi bath,Mixed meals,portion,100,100,100,0.75,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.52,16.52,16.52,Medium,0.58,19.44,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha Jalebi' (food_id=T3_0103).",vangibath,"Vangi bath | aliases: vangibath | category: Mixed meals | serving_type: portion | serving_g: 100(min 100 max 100) | GI: 85 | GL_median: 16.52 | GL_category: Medium | available_carbs_g: 19.44 | confidence_score: 0.58 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, ...",19.44,PASS,19.44,19.44
