food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_IN_0220,Ramen Veg,Western/Asian (India) - Noodles,40.8,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.0,6.8,11.2,Low,0.74,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.
WEST_IN_0221,Schezwan Noodles,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.5,8.7,14.3,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
WEST_IN_0222,Udon Noodles,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.1,6.9,11.3,Low,0.74,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.
WEST_IN_0223,Cheese Fries,Western foods (India) - Sides,64.0,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,22.4,17.0,27.8,High,0.75,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.
WEST_IN_0224,Chicken Nuggets,Western foods (India) - Sides,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.3,7.8,12.8,Medium,0.75,100,15.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.
WEST_IN_0225,Chicken Wings,Western foods (India) - Sides,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,3.5,2.7,4.3,Low,0.75,100,5.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: wings.
WEST_IN_0226,Chilli Cheese Fries,Western foods (India) - Sides,64.0,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,22.4,17.0,27.8,High,0.75,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.
WEST_IN_0227,Fish Fingers,Western foods (India) - Sides,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.3,7.8,12.8,Medium,0.75,100,15.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.
WEST_IN_0228,French Fries,Western foods (India) - Sides,64.0,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,22.4,17.0,27.8,High,0.75,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.
WEST_IN_0229,Hash Brown,Western foods (India) - Sides,78.0,Proxy GI anchor: cooked potato from International GI Tables (Atkinson 2008).,25.0,19.0,31.0,High,0.75,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: hash_brown.
WEST_IN_0230,Onion Rings,Western foods (India) - Sides,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.3,16.2,26.4,High,0.75,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: onion_rings.
WEST_IN_0231,Peri Peri Fries,Western foods (India) - Sides,64.0,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,22.4,17.0,27.8,High,0.75,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.
WEST_IN_0232,Popcorn Chicken,Western foods (India) - Sides,68.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.3,7.8,12.8,Medium,0.75,100,15.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.
WEST_IN_0233,Potato Wedges,Western foods (India) - Sides,78.0,Proxy GI anchor: cooked potato from International GI Tables (Atkinson 2008).,20.3,15.4,25.2,High,0.75,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: potato_wedges.
WEST_IN_0234,Veg Nuggets,Western foods (India) - Sides,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.6,8.1,13.1,Medium,0.75,100,15.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.
WEST_IN_0235,Apple Pie,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0236,Black Forest Cake,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0237,Blueberry Muffin,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0238,Brownie with Ice Cream,Western foods (India) - Desserts,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.2,8.9,15.5,Medium,0.68,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
WEST_IN_0239,Chocolate Brownie,Western foods (India) - Desserts,67.7,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.5,22.3,38.7,High,0.68,100,45.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: brownie.
WEST_IN_0240,Chocolate Cake,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0241,Chocolate Chip Cookie,Western foods (India) - Desserts,68.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.8,29.9,51.7,High,0.68,100,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cookie.
WEST_IN_0242,Chocolate Croissant,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0243,Churros,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,34.3,25.1,43.5,High,0.68,100,50.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: donut.
WEST_IN_0244,Cinnamon Roll,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0245,Crepe,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.0,17.6,30.4,High,0.68,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pancake.
WEST_IN_0246,Croissant,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0247,Danish Pastry,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0248,Donut (chocolate),Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,34.3,25.1,43.5,High,0.68,100,50.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: donut.
WEST_IN_0249,Donut (glazed),Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,34.3,25.1,43.5,High,0.68,100,50.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: donut.
WEST_IN_0250,Eclair,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0251,Ice Cream (chocolate),Western foods (India) - Desserts,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.2,8.9,15.5,Medium,0.68,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
WEST_IN_0252,Ice Cream (strawberry),Western foods (India) - Desserts,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.2,8.9,15.5,Medium,0.68,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
WEST_IN_0253,Ice Cream (vanilla),Western foods (India) - Desserts,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.2,8.9,15.5,Medium,0.68,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
WEST_IN_0254,Muffin,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0255,Oat Cookie,Western foods (India) - Desserts,68.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.8,29.9,51.7,High,0.68,100,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cookie.
WEST_IN_0256,Pancake,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.0,17.6,30.4,High,0.68,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pancake.
WEST_IN_0257,Pineapple Cake,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0258,Red Velvet Cake,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0259,Vanilla Cake,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0260,Waffle,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.9,22.6,39.2,High,0.68,100,45.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: waffle.
WEST_IN_0261,Walnut Brownie,Western foods (India) - Desserts,67.7,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.5,22.3,38.7,High,0.68,100,45.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: brownie.
WEST_IN_0262,Cold Coffee (sweetened),Western foods (India) - Beverages,49.2,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.9,3.0,4.8,Low,0.78,100,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
WEST_IN_0263,Cold Coffee (unsweetened),Western foods (India) - Beverages,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,2.4,1.9,2.9,Low,0.78,100,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
WEST_IN_0264,Hot Chocolate,Western foods (India) - Beverages,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.2,7.1,11.3,Low,0.78,100,18.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
WEST_IN_0265,Iced Tea (sweetened),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
WEST_IN_0266,Latte (unsweetened),Western foods (India) - Beverages,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,2.4,1.9,2.9,Low,0.78,100,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
WEST_IN_0267,Lemonade (sweetened),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
WEST_IN_0268,Milkshake (chocolate),Western foods (India) - Beverages,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.2,7.1,11.3,Low,0.78,100,18.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
WEST_IN_0269,Milkshake (strawberry),Western foods (India) - Beverages,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.2,7.1,11.3,Low,0.78,100,18.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
WEST_IN_0270,Milkshake (vanilla),Western foods (India) - Beverages,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.2,7.1,11.3,Low,0.78,100,18.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: milkshake.
WEST_IN_0271,Mocha (sweetened),Western foods (India) - Beverages,49.2,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.9,3.0,4.8,Low,0.78,100,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
WEST_IN_0272,Soft Drink (cola),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
WEST_IN_0273,Soft Drink (lemon-lime),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
WEST_IN_0274,Soft Drink (orange),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
WEST_IN_0275,Sub Sandwich BBQ Chicken,Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
WEST_IN_0276,Sub Sandwich BBQ Chicken (toasted),Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
WEST_IN_0277,Sub Sandwich Cheese,Western foods (India) - Subs,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.7,17.2,28.2,High,0.74,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_veg.
WEST_IN_0278,Sub Sandwich Cheese (toasted),Western foods (India) - Subs,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.7,17.2,28.2,High,0.74,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_veg.
WEST_IN_0279,Sub Sandwich Chicken,Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
WEST_IN_0280,Sub Sandwich Chicken (toasted),Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
