food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T4_0111,Roadside Veg Chowmein,Roadside veg chowmein,Mixed meals,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.8,8.74,24.86,Medium,0.52,100,24.0,Noodles; variable oil.
IND_HENRY2021_615,Roasted Amaranth,Roasted Amaranth,Other,84.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 117.5 g provides 50 g available carbs (table page 21).",36.1,32.49,39.71,High,0.9,100,42.6,Computed carbs per 100 g using study portion: 50 g available carbs in 117.5 g portion. GI SEM/SD reported: 50.
T2_0111,Roasted Chana,Roasted chana (bhuna chana),Snacks,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.75,7.17,10.33,Low,0.82,100,35.0,Dry roasted; carb-dense per 100g.
IND_HENRY2021_704,Roasted Maize,Roastedmaize (with wholebengal gram),Other,72.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",14.4,12.96,15.84,Medium,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.6.
T2_0109,Roasted Peanuts,Roasted peanuts,Snacks,15.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.05,0.88,1.22,Low,0.84,100,7.0,Low GI; low net carbs per 100g.
IND_HENRY2021_711,Roti,Roti (whole-wheat flour),Grains & staples,44.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 148; n=30 Healthy; ref food/time: Dextrose/2h participants; portion 55 g provides 50 g available carbs (table page 24).",40.5,37.26,43.74,High,0.92,100,90.9,Computed carbs per 100 g using study portion: 50 g available carbs in 55 g portion. GI variability (SEM/SD) not reported in row.
T3_0038,Roti with Dal,Roti + dal,Mixed meals,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.2,8.71,17.69,Medium,0.66,100,24.0,Roti dominant; weighted method.
T3_0039,Roti with Sabzi,Roti + sabzi (avg),Mixed meals,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.1,7.87,16.34,Medium,0.65,100,22.0,Typical roti + veg sabzi; recipe-based.
NONIND_0654,Rotti,Rotti(Madewith25%Soyflourand75%,Non-Indian reference food,36.0,Henry et al. GI tables (non-Indian cohort),7.4,6.6,8.1,Low,0.88,100,20.5,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0655,Rotti with Veg Etable Curry,Rottiwithvegetablecurry,Non-Indian reference food,31.1,Henry et al. GI tables (non-Indian cohort),5.0,4.5,5.5,Low,0.88,100,16.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0546,Roundleafyellowyam Boiled,"Roundleafyellowyam,Boiled",Non-Indian reference food,68.0,Henry et al. GI tables (non-Indian cohort),15.2,13.7,16.8,Medium,0.88,100,22.4,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0547,Roundleafyellowyam Roasted,"Roundleafyellowyam,Roasted",Non-Indian reference food,80.0,Henry et al. GI tables (non-Indian cohort),21.5,19.3,23.6,High,0.88,100,26.8,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0693,Rusk,Rusk,Non-Indian reference food,50.3,Henry et al. GI tables (non-Indian cohort),13.4,12.1,14.8,Medium,0.88,100,26.7,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0711,Rutab,Rutab(Dates),Non-Indian reference food,47.2,Henry et al. GI tables (non-Indian cohort),23.2,20.9,25.5,High,0.88,100,49.1,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0777,Ruthana,Ruthana,Non-Indian reference food,52.5,Henry et al. GI tables (non-Indian cohort),35.7,32.2,39.3,High,0.88,100,68.1,Original country: SaudiArabia. Renamed generically for Indian audience.
T1_0152,Rye Bread,Rye bread (50% rye flour + 50% wheat flour) (Turkey),Grains & staples,50.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #152",23.33,21.46,25.2,High,0.92,100,46.67,Normalized to 100g from table serving 30g with 14g available carbs and GL 7.
T3_0112,S and Wich,Sandwich (veg),Snacks,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.2,11.65,24.75,Medium,0.64,100,28.0,Bread-based; recipe-based.
WEST_IN_0168,S and Wich Bbq Chicken,Sandwich BBQ Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0169,S and Wich Cheese,Sandwich Cheese,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0170,S and Wich Cheese Corn,Sandwich Cheese Corn,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0171,S and Wich Chicken,Sandwich Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0172,S and Wich Chicken Tikka,Sandwich Chicken Tikka,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0173,S and Wich Corn Mayo,Sandwich Corn Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0174,S and Wich Cucumber,Sandwich Cucumber,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0175,S and Wich Egg,Sandwich Egg,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0176,S and Wich Egg Mayo,Sandwich Egg Mayo,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0177,S and Wich Mushroom,Sandwich Mushroom,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0178,S and Wich Paneer Bhurji,Sandwich Paneer Bhurji,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0179,S and Wich Paneer Tikka,Sandwich Paneer Tikka,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0180,S and Wich Tomato,Sandwich Tomato,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0181,S and Wich Tuna,Sandwich Tuna,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0182,S and Wich Tuna Mayo,Sandwich Tuna Mayo,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0183,S and Wich Veg,Sandwich Veg,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0184,S and Wich Veg Mayo,Sandwich Veg Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
NONIND_0205,S Tea Med Brownie S Made with Wheat and,Steamedbrowniesmadewithwheatand,Non-Indian reference food,53.8,Henry et al. GI tables (non-Indian cohort),19.2,17.3,21.1,Medium,0.88,100,35.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0403,S Tea Med Chestnuts,Steamedchestnuts,Non-Indian reference food,57.8,Henry et al. GI tables (non-Indian cohort),21.4,19.3,23.6,High,0.88,100,37.1,Original country: Korea. Renamed generically for Indian audience.
NONIND_0182,S Tea Med Gembili,Steamedgembili(Dioscoreaesculenta),Non-Indian reference food,87.6,Henry et al. GI tables (non-Indian cohort),25.4,22.9,27.9,High,0.88,100,29.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0379,S Tea Med Glutinous Rice,Steamedglutinousrice,Non-Indian reference food,75.7,Henry et al. GI tables (non-Indian cohort),34.1,30.7,37.5,High,0.88,100,45.0,Original country: Korea. Renamed generically for Indian audience.
NONIND_0521,S Tea Med Glutinous Rice Roll,Steamedglutinousriceroll,Non-Indian reference food,89.0,Henry et al. GI tables (non-Indian cohort),40.8,36.7,44.9,High,0.88,100,45.9,Original country: Hong. Renamed generically for Indian audience.
NONIND_0405,S Tea Med Maize,Steamedmaize,Non-Indian reference food,73.4,Henry et al. GI tables (non-Indian cohort),21.6,19.4,23.7,High,0.88,100,29.4,Original country: Korea. Renamed generically for Indian audience.
NONIND_0423,S Tea Med Stuffed Bun,Steamedstuffedbun(Shallot+Meat),Non-Indian reference food,39.1,Henry et al. GI tables (non-Indian cohort),7.8,7.0,8.6,Low,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0407,S Tea Med Sweet Pumpkin,Steamedsweetpumpkin,Non-Indian reference food,52.1,Henry et al. GI tables (non-Indian cohort),9.4,8.4,10.3,Low,0.88,100,18.0,Original country: Korea. Renamed generically for Indian audience.
NONIND_0149,S Tea Med White Rice,Steamedwhiterice,Non-Indian reference food,80.0,Henry et al. GI tables (non-Indian cohort),17.6,15.8,19.4,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0502,S Tea Med White Rice with Gofcanolaoil with G,Steamedwhiterice+10Gofcanolaoil+10G,Non-Indian reference food,91.3,Henry et al. GI tables (non-Indian cohort),35.9,32.4,39.5,High,0.88,100,39.4,Original country: Taiwan. Renamed generically for Indian audience.
NONIND_0776,Sabaka,Sabaka,Non-Indian reference food,54.9,Henry et al. GI tables (non-Indian cohort),39.5,35.5,43.4,High,0.88,100,71.9,Original country: SaudiArabia. Renamed generically for Indian audience.
NONIND_0536,Saltedmeat Rice Dumpling,Saltedmeatricedumpling,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),14.5,13.0,15.9,Medium,0.88,100,25.0,Original country: Hong. Renamed generically for Indian audience.
IND_HENRY2021_676,Salty Enriched Dalia,Saltyenricheddalia (with carrotgrits),Pulses & legumes,49.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 6.66gmoongdal participants 10.73gcarrotgrits 279mlwater; portion 13.34 g provides 50 g available carbs (table page 23).",186.7,168.03,205.37,High,0.9,100,374.8,Computed carbs per 100 g using study portion: 50 g available carbs in 13.34 g portion. GI SEM/SD reported: 25.69.
T2_0096,Sambar,Sambar (plain),Mixed meals,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.45,1.96,2.94,Low,0.8,100,7.0,Mostly lentils+veg; low carbs per 100g.
T2_0106,Sambar Rice,Sambar rice,Mixed meals,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.72,12.08,Low,0.78,100,18.0,Weighted GI rice+sambar; recipe-based.
NONIND_0758,Sambosa Veg Etable,Sambosavegetablewithwater,Non-Indian reference food,60.4,Henry et al. GI tables (non-Indian cohort),12.1,10.9,13.3,Medium,0.88,100,20.0,Original country: Oman. Renamed generically for Indian audience.
T2_0116,Samosa,Samosa (potato),Snacks,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,21.0,16.38,25.62,High,0.78,100,28.0,Fried + potato; recipe-based.
T3_0105,Sattu Drink,Sattu drink (unsweetened),Beverages,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.8,1.96,3.64,Low,0.7,100,8.0,Roasted gram flour drink; diluted.
T4_0037,Sausage,Sausage,Snacks,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.0,11.34,30.66,High,0.54,100,30.0,Pastry + filling.
NONIND_0542,Sautao Chicken Flavoured Sichuan Spicy,Sautaochicken-Flavouredsichuanspicy,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),43.1,38.8,47.4,High,0.88,100,66.3,Original country: HongKong. Renamed generically for Indian audience.
NONIND_0540,Sautaobejing Noodles,Sautaobejingnoodles,Non-Indian reference food,61.0,Henry et al. GI tables (non-Indian cohort),44.1,39.7,48.5,High,0.88,100,72.3,Original country: HongKong. Renamed generically for Indian audience.
NONIND_0296,Sayote,Sayote(Veg),Non-Indian reference food,27.0,Henry et al. GI tables (non-Indian cohort),0.9,0.8,1.0,Low,0.88,100,3.5,Original country: Philippines. Renamed generically for Indian audience.
WEST_IN_0221,Schezwan Noodles,Schezwan Noodles,Western/Asian (India) - Noodles,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.5,8.7,14.3,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
NONIND_0641,Scopariadulcis,Scopariadulcis(Walkoththamalli),Non-Indian reference food,39.0,Henry et al. GI tables (non-Indian cohort),15.6,14.0,17.2,Medium,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
T4_0076,Seekh Kebab,Seekh kebab,Mixed meals,0.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.56,100,3.0,Minced meat; negligible carbs.
T3_0072,Semiya Kheer,Semiya kheer,Sweets & desserts,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.0,10.88,23.12,Medium,0.64,100,20.0,Sweetened dessert; recipe-based.
IND_HENRY2021_697,Semolinaupma,Semolinaupma,Grains & staples,62.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 142 g provides 50 g available carbs (table page 24).",22.0,19.8,24.2,High,0.9,100,35.2,Computed carbs per 100 g using study portion: 50 g available carbs in 142 g portion. GI variability (SEM/SD) not reported in row.
T2_0123,Sev Poha,Sev poha,Snacks,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,38.5,30.03,46.97,High,0.78,100,55.0,Dry snack; recipe-based.
T3_0090,Sev Puri,Sev puri,Snacks,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,44.0,26.4,61.6,High,0.6,100,55.0,Fried puri + sev; recipe-based.
T3_0071,Sevai Upma,Vermicelli upma (semiya),Mixed meals,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.6,10.3,20.9,Medium,0.66,100,24.0,Refined vermicelli; recipe-based.
IND_HENRY2021_628,Sewaiupma,Sewaiupma,Grains & staples,69.1,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 122; n=10 Healthy; ref food/time: Glucose/2h participants; portion 147 g provides 50 g available carbs (table page 21).",23.5,21.62,25.38,High,0.92,100,34.0,Computed carbs per 100 g using study portion: 50 g available carbs in 147 g portion. GI SEM/SD reported: 1.74.
NONIND_0791,Sfouf,Sfouf,Non-Indian reference food,48.6,Henry et al. GI tables (non-Indian cohort),34.7,31.2,38.2,High,0.88,100,71.4,Original country: Lebanon. Renamed generically for Indian audience.
T3_0007,Shahi Paneer,Shahi paneer,Mixed meals,35.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.5,2.45,4.55,Low,0.7,100,10.0,Richer gravy; slightly higher carbs.
NONIND_0782,Shaqra,Shaqra,Non-Indian reference food,42.8,Henry et al. GI tables (non-Indian cohort),32.0,28.8,35.2,High,0.88,100,74.7,Original country: SaudiArabia. Renamed generically for Indian audience.
NONIND_0640,Shatavari,Asparagusracemosus(Haathawaariya),Non-Indian reference food,37.0,Henry et al. GI tables (non-Indian cohort),14.8,13.3,16.3,Medium,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0191,Shawarma Wrap Chicken,Shawarma Wrap Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.3,10.7,17.9,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
WEST_IN_0192,Shawarma Wrap Paneer,Shawarma Wrap Paneer,Western foods (India) - Wraps & Tex-Mex,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.4,10.8,18.0,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
WEST_IN_0193,Shawarma Wrap Veg,Shawarma Wrap Veg,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,14.6,10.9,18.3,Medium,0.72,100,21.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: shawarma (meat-heavy).
NONIND_0780,Shishi,Shishi,Non-Indian reference food,50.2,Henry et al. GI tables (non-Indian cohort),35.0,31.5,38.4,High,0.88,100,69.6,Original country: SaudiArabia. Renamed generically for Indian audience.
T3_0128,Shrikh and,Shrikhand,Sweets & desserts,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.7,7.02,16.38,Medium,0.6,100,18.0,Sweetened curd; recipe-based.
NONIND_0212,Sikkato,Sikkato(Kabuto),Non-Indian reference food,84.5,Henry et al. GI tables (non-Indian cohort),30.9,27.8,34.0,High,0.88,100,36.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0280,Sitaw,Sitaw(Stringbeans),Non-Indian reference food,23.0,Henry et al. GI tables (non-Indian cohort),1.2,1.0,1.3,Low,0.88,100,5.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0792,Siyadieh,Siyadieh,Non-Indian reference food,14.6,Henry et al. GI tables (non-Indian cohort),1.7,1.5,1.9,Low,0.88,100,11.6,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0706,Skimmed Milk Powder with Powdered Oat S,Skimmedmilkpowderwithpowderedoats,Non-Indian reference food,12.0,Henry et al. GI tables (non-Indian cohort),2.6,2.4,2.9,Low,0.88,100,22.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0141,Small Rice Noodles From Mixedsagopalm Flour,Smallricenoodlesfrommixedsagopalmflour,Non-Indian reference food,53.6,Henry et al. GI tables (non-Indian cohort),43.9,39.5,48.3,High,0.88,100,82.0,Original country: Thailand. Renamed generically for Indian audience.
T4_0097,Smoothie,"Smoothie (fruit, sweetened)",Beverages,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,8.4,4.7,12.1,Low,0.56,100,14.0,Fruit + sugar.
T4_0098,Smoothie Bowl,Smoothie bowl,Mixed meals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.6,17.4,Medium,0.55,100,20.0,Fruit + toppings.
T1_0704,Snack Right Fruit Pillow Apple and Blackberry,"Snack Right Fruit Pillow, Apple and blackberry",Fruits,43.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #704",31.43,28.92,33.94,High,0.92,100,71.43,Normalized to 100g from table serving 35g with 25g available carbs and GL 11.
T1_0705,Snack Right Fruit Pillow Spicy Apple and Sultana,"Snack Right Fruit Pillow, Spicy apple and sultana",Fruits,45.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #705",31.43,28.92,33.94,High,0.92,100,71.43,Normalized to 100g from table serving 35g with 25g available carbs and GL 11.
T1_0707,Snack Right Fruit Slice Mango and Passion Fruit,"Snack Right Fruit Slice, Mango and passionfruit",Fruits,49.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #707",37.14,34.17,40.11,High,0.92,100,74.29,Normalized to 100g from table serving 35g with 26g available carbs and GL 13.
NONIND_0227,Snackbar Made From Sagu Flour Tempe and,"Snackbarmadefromsaguflour,Tempeand",Non-Indian reference food,44.0,Henry et al. GI tables (non-Indian cohort),0.2,0.2,0.3,Low,0.88,100,0.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0186,Snackbar Purple Sweet Potato,Snackbar—Purplesweetpotato,Non-Indian reference food,21.5,Henry et al. GI tables (non-Indian cohort),12.5,11.2,13.7,Medium,0.88,100,58.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0184,Snackbar Red Sweet Potato,Snackbar—Redsweetpotato,Non-Indian reference food,23.6,Henry et al. GI tables (non-Indian cohort),13.0,11.7,14.3,Medium,0.88,100,55.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0185,Snackbar Yellow Sweet Potato,Snackbar—Yellowsweetpotato,Non-Indian reference food,41.1,Henry et al. GI tables (non-Indian cohort),26.3,23.7,28.9,High,0.88,100,64.0,Original country: Indonesia. Renamed generically for Indian audience.
WEST_IN_0272,Soft Drink,Soft Drink (cola),Western foods (India) - Beverages,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,6.8,5.2,8.4,Low,0.78,100,10.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.
NONIND_0392,Softroll,Softroll,Non-Indian reference food,56.2,Henry et al. GI tables (non-Indian cohort),27.1,24.4,29.9,High,0.88,100,48.3,Original country: Korea. Renamed generically for Indian audience.
IND_HENRY2021_619,Sona Masuri,Sona Masuri (parboiledrice),Grains & staples,72.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 235 g provides 50 g available carbs (table page 21).",15.3,13.77,16.83,Medium,0.9,100,21.3,Computed carbs per 100 g using study portion: 50 g available carbs in 235 g portion. GI SEM/SD reported: 4.5.
IND_HENRY2021_656,Sorghumbiscuits,Sorghumbiscuits,Snacks & bakery,54.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 75 g provides 50 g available carbs (table page 22).",36.0,32.4,39.6,High,0.9,100,66.7,Computed carbs per 100 g using study portion: 50 g available carbs in 75 g portion. GI SEM/SD reported: 6.3.
IND_HENRY2021_652,Jowar Coarse Semolina Upma,Sorghumcoarsesemolinaupma,Grains & staples,53.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 232 g provides 50 g available carbs (table page 22).",11.4,10.26,12.54,Medium,0.9,100,21.6,Computed carbs per 100 g using study portion: 50 g available carbs in 232 g portion. GI SEM/SD reported: 2.84.
IND_HENRY2021_653,Jowar Fine Semolina Upma,Sorghumfinesemolinaupma,Grains & staples,56.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 252 g provides 50 g available carbs (table page 22).",11.1,9.99,12.21,Medium,0.9,100,19.8,Computed carbs per 100 g using study portion: 50 g available carbs in 252 g portion. GI SEM/SD reported: 9.83.
IND_HENRY2021_654,Sorghumflakespoha,Sorghumflakespoha,Grains & staples,45.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",8.1,7.29,8.91,Low,0.9,100,18.1,Computed carbs per 100 g using study portion: 50 g available carbs in 277 g portion. GI SEM/SD reported: 5.27.
