food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,portion_serving_key,gi,gl_median,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
INDWEBX_00361,Corn matar gravy,Corn matar gravy,Vegetables,Sabzi (1 katori),180,140,220,0.6,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,18.27,28.71,High,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Spinach and Corn' (food_id=WEST_IN_0084); score=0.17; tier=low. Converted from source serving_size_g=150g.,sabzi_katori_default,69.9,23.49,18.67,13.05,13.05,13.05,100.0,33.61,26.14,41.07
INDWEBX_00362,Corn salan,Corn salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,16.28,25.59,High,0.45,16.5,Class=other. Proxy-mapped to validated source 'Panini Corn Mayo' (food_id=WEST_IN_0156); score=0.25; tier=low. Converted from source serving_size_g=200g.,sabzi_katori_default,70.5,20.93,16.5,11.63,11.63,11.63,100.0,29.7,23.1,36.3
INDWEBX_00363,Gobi bharta,Gobi bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00364,Gobi do pyaza,Gobi do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00365,Gobi dry,Gobi dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00366,Gobi fry,Gobi fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00367,Gobi jalfrezi,Gobi jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00368,Gobi jeera,Gobi jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00369,Gobi korma,Gobi korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00370,Gobi kurma,Gobi kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00371,Gobi masala,Gobi masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00372,Gobi matar gravy,Gobi matar gravy,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00373,Gobi salan,Gobi salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00374,Kadai vegetable,Kadai vegetable,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00375,Karela bharta,Karela bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00376,Karela do pyaza,Karela do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00377,Karela dry,Karela dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.72,2.71,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,37.0,2.21,3.33,1.23,1.23,1.23,100.0,5.99,4.66,7.33
INDWEBX_00378,Karela fry,Karela fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00379,Karela jalfrezi,Karela jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00380,Karela jeera,Karela jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00381,Karela korma,Karela korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00382,Karela kurma,Karela kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00383,Karela masala,Karela masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00384,Karela salan,Karela salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.72,2.71,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,37.0,2.21,3.33,1.23,1.23,1.23,100.0,5.99,4.66,7.33
INDWEBX_00385,Lauki bharta,Lauki bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00386,Lauki do pyaza,Lauki do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00387,Lauki dry,Lauki dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00388,Lauki fry,Lauki fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00389,Lauki jalfrezi,Lauki jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00390,Lauki jeera,Lauki jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00391,Lauki korma,Lauki korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00392,Lauki kurma,Lauki kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00393,Lauki masala,Lauki masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,11.65,18.3,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,48.0,14.98,17.33,8.32,8.32,8.32,100.0,31.19,24.26,38.13
INDWEBX_00394,Lauki matar gravy,Lauki matar gravy,Vegetables,Sabzi (1 katori),180,140,220,0.6,50.8,Henry et al. GI tables (non-Indian cohort),8.26,11.58,18.19,Medium,0.5,16.27,Class=other. Proxy-mapped to validated source 'Pittu with Gravy' (food_id=NONIND_0602); score=0.20; tier=low. Converted from source serving_size_g=150g.,sabzi_katori_default,50.8,14.89,16.27,8.27,8.27,8.27,100.0,29.29,22.78,35.79
INDWEBX_00395,Lauki salan,Lauki salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00396,Matar bharta,Matar bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,42.95,67.5,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,59.0,55.22,52.0,30.68,30.68,30.68,100.0,93.6,72.8,114.4
INDWEBX_00397,Matar do pyaza,Matar do pyaza,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00398,Matar dry,Matar dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00399,Matar fry,Matar fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,20.78,32.65,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,62.7,26.71,23.67,14.84,14.84,14.84,100.0,42.61,33.14,52.07
INDWEBX_00400,Matar jalfrezi,Matar jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,16.48,25.89,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,21.19,16.13,11.77,11.77,11.77,100.0,29.03,22.58,35.49
INDWEBX_00401,Matar jeera,Matar jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00402,Matar korma,Matar korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00403,Matar kurma,Matar kurma,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00404,Matar masala,Matar masala,Vegetables,Sabzi (1 katori),180,140,220,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,121.8,191.4,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,sabzi_katori_default,87.0,156.6,100.0,87.0,87.0,87.0,100.0,180.0,140.0,220.0
INDWEBX_00405,Matar matar gravy,Matar matar gravy,Vegetables,Sabzi (1 katori),180,140,220,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.37,3.72,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.14; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,10.0,3.04,16.89,1.69,1.69,1.69,100.0,30.4,23.65,37.16
INDWEBX_00406,Matar salan,Matar salan,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00407,Mushroom bharta,Mushroom bharta,Vegetables,Sabzi (1 katori),180,140,220,0.6,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,16.28,25.59,High,0.45,16.5,Class=other. Proxy-mapped to validated source 'Panini Mushroom' (food_id=WEST_IN_0160); score=0.33; tier=low. Converted from source serving_size_g=200g.,sabzi_katori_default,70.5,20.93,16.5,11.63,11.63,11.63,100.0,29.7,23.1,36.3
INDWEBX_00408,Mushroom dry,Mushroom dry,Vegetables,Sabzi (1 katori),180,140,220,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,17.26,27.13,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,sabzi_katori_default,73.0,22.19,16.89,12.33,12.33,12.33,100.0,30.4,23.65,37.16
INDWEBX_00409,Mushroom fry,Mushroom fry,Vegetables,Sabzi (1 katori),180,140,220,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,3.58,5.63,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,sabzi_katori_default,40.0,4.61,6.4,2.56,2.56,2.56,100.0,11.52,8.96,14.08
INDWEBX_00410,Mushroom jalfrezi,Mushroom jalfrezi,Vegetables,Sabzi (1 katori),180,140,220,0.6,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.51,21.71,34.12,High,0.45,22.0,Class=other. Proxy-mapped to validated source 'And Wich Mushroom' (food_id=WEST_IN_0177); score=0.25; tier=low. Converted from source serving_size_g=150g.,sabzi_katori_default,70.5,27.92,22.0,15.51,15.51,15.51,100.0,39.6,30.8,48.4
INDWEBX_00411,Mushroom jeera,Mushroom jeera,Vegetables,Sabzi (1 katori),180,140,220,0.6,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,18.27,28.71,High,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Mushroom' (food_id=WEST_IN_0055); score=0.33; tier=low. Converted from source serving_size_g=150g.,sabzi_katori_default,69.9,23.49,18.67,13.05,13.05,13.05,100.0,33.61,26.14,41.07
INDWEBX_00412,Mushroom korma,Mushroom korma,Vegetables,Sabzi (1 katori),180,140,220,0.6,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,18.27,28.71,High,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Mushroom' (food_id=WEST_IN_0055); score=0.33; tier=low. Converted from source serving_size_g=150g.,sabzi_katori_default,69.9,23.49,18.67,13.05,13.05,13.05,100.0,33.61,26.14,41.07
