food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
IND_HENRY2021_621,Surti Kolam,Surti Kolam (parboiledrice),Grains & staples,plate,120,150,180,0.55,77,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 259 g provides 50 g available carbs (table page 21).",9.91,9.91,9.91,Low,0.9,12.86666667,Computed carbs per 100 g using study portion: 50 g available carbs in 259 g portion. GI SEM/SD reported: 4.,12.86666667,9.91,9.91,9.91,100,portion_100g,9.91,9.91,9.91,12.87,12.87,12.87
NONIND_0169,Suwegoyek,Suwegoyek,Non-Indian reference food,portion,105,150,195,0.5,42,Henry et al. GI tables (non-Indian cohort),21.67,21.67,21.67,High,0.88,51.6,Original country: Indonesia. Renamed generically for Indian audience.,51.6,21.67,21.67,21.67,100,portion_100g,21.67,21.67,21.67,51.6,51.6,51.6
NONIND_0172,Suwegtiwul,Suwegtiwul,Non-Indian reference food,portion,105,150,195,0.5,40,Henry et al. GI tables (non-Indian cohort),19.68,19.68,19.68,Medium,0.88,49.2,Original country: Indonesia. Renamed generically for Indian audience.,49.2,19.68,19.68,19.68,100,portion_100g,19.68,19.68,19.68,49.2,49.2,49.2
NONIND_0415,Sweet Corn,Sweetcorn(Cooked),Non-Indian reference food,portion,105,150,195,0.5,55,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.88,13.33333333,Original country: China. Renamed generically for Indian audience.,13.33333333,7.33,7.33,7.33,100,portion_100g,7.33,7.33,7.33,13.33,13.33,13.33
T1_0502,Sweet Corn on The Cob Boiled,"Sweet corn, on the cob, boiled",Grains & staples,plate,120,150,180,0.55,20,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #502",2.67,2.67,2.67,Low,0.92,13.33333333,Normalized to 100g from table serving 150g with 30g available carbs and GL 14.,13.33333333,2.67,2.67,2.67,100,portion_100g,2.67,2.67,2.67,13.33,13.33,13.33
T4_0083,Sweet Corn Soup,Sweet corn soup,Mixed meals,portion,105,150,195,0.5,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.67,3.67,3.67,Low,0.56,6.666666667,Corn starch.,6.666666667,3.67,3.67,3.67,100,portion_100g,3.67,3.67,3.67,6.67,6.67,6.67
NONIND_0064,Sweet Potato,Sweetpotato(Ipomoeabatatas),Non-Indian reference food,portion,105,150,195,0.5,77,Henry et al. GI tables (non-Indian cohort),15.86,15.86,15.86,Medium,0.88,20.6,Original country: Malaysia. Renamed generically for Indian audience.,20.6,15.86,15.86,15.86,100,portion_100g,15.86,15.86,15.86,20.6,20.6,20.6
NONIND_0558,Sweet Potato Baked,"Sweetpotato,Baked",Non-Indian reference food,portion,105,150,195,0.5,94,Henry et al. GI tables (non-Indian cohort),18.67,18.67,18.67,Medium,0.88,19.86666667,Original country: WestIndia. Renamed generically for Indian audience.,19.86666667,18.67,18.67,18.67,100,portion_100g,18.67,18.67,18.67,19.87,19.87,19.87
NONIND_0556,Sweet Potato Boiled,"Sweetpotato,Boiled",Non-Indian reference food,portion,105,150,195,0.5,46,Henry et al. GI tables (non-Indian cohort),6.53,6.53,6.53,Low,0.88,14.2,Original country: WestIndia. Renamed generically for Indian audience.,14.2,6.53,6.53,6.53,100,portion_100g,6.53,6.53,6.53,14.2,14.2,14.2
NONIND_0559,Sweet Potato Fried,"Sweetpotato,Fried",Non-Indian reference food,portion,105,150,195,0.5,76,Henry et al. GI tables (non-Indian cohort),15.1,15.1,15.1,Medium,0.88,19.86666667,Original country: WestIndia. Renamed generically for Indian audience.,19.86666667,15.1,15.1,15.1,100,portion_100g,15.1,15.1,15.1,19.87,19.87,19.87
NONIND_0557,Sweet Potato Roasted,"Sweetpotato,Roasted",Non-Indian reference food,portion,105,150,195,0.5,82,Henry et al. GI tables (non-Indian cohort),16.29,16.29,16.29,Medium,0.88,19.86666667,Original country: WestIndia. Renamed generically for Indian audience.,19.86666667,16.29,16.29,16.29,100,portion_100g,16.29,16.29,16.29,19.87,19.87,19.87
NONIND_0387,Sweet Potato Starch Sevai,Sweetpotatostarchvermicelli,Non-Indian reference food,bowl,150,200,250,0.7,60,Henry et al. GI tables (non-Indian cohort),26.4,26.4,26.4,High,0.88,44,Original country: Korea. Renamed generically for Indian audience.,44,26.4,26.4,26.4,100,portion_100g,26.4,26.4,26.4,44,44,44
NONIND_0554,Sweet Yam Boiled,"Sweetyam,Boiled",Non-Indian reference food,portion,105,150,195,0.5,79,Henry et al. GI tables (non-Indian cohort),8.85,8.85,8.85,Low,0.88,11.2,Original country: WestIndia. Renamed generically for Indian audience.,11.2,8.85,8.85,8.85,100,portion_100g,8.85,8.85,8.85,11.2,11.2,11.2
NONIND_0555,Sweet Yam Roasted,"Sweetyam,Roasted",Non-Indian reference food,portion,105,150,195,0.5,82,Henry et al. GI tables (non-Indian cohort),14.21,14.21,14.21,Medium,0.88,17.33333333,Original country: WestIndia. Renamed generically for Indian audience.,17.33333333,14.21,14.21,14.21,100,portion_100g,14.21,14.21,14.21,17.33,17.33,17.33
T2_0042,And Oori Roti,Tandoori roti (wheat),Breads & flatbreads,piece,22,30,38,0.8,62,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,34.1,26.66,42.16,High,0.86,100,Similar to chapati; cooked in tandoor.,100,62,62,62,100,roti_chapati_piece_43_68g,34.1,26.66,42.16,55,43,68
T4_0067,Tacos,"Tacos (veg, Indianized)",Mixed meals,portion,105,150,195,0.5,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.13,12.13,12.13,Medium,0.55,18.66666667,Shells + fillings.,18.66666667,12.13,12.13,12.13,100,portion_100g,12.13,12.13,12.13,18.67,18.67,18.67
WEST_IN_0194,Tacos Chicken,Tacos Chicken,Western foods (India) - Wraps & Tex-Mex,portion,105,150,195,0.5,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,9.99,9.99,9.99,Low,0.71,14.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.,14.66666667,9.99,9.99,9.99,100,portion_100g,9.99,9.99,9.99,14.67,14.67,14.67
WEST_IN_0195,Tacos Veg,Tacos Veg,Western foods (India) - Wraps & Tex-Mex,portion,105,150,195,0.5,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.21,10.21,10.21,Medium,0.71,14.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.,14.66666667,10.21,10.21,10.21,100,portion_100g,10.21,10.21,10.21,14.67,14.67,14.67
NONIND_0541,Taiwan Sevai,Taiwanvermicelli,Non-Indian reference food,bowl,150,200,250,0.7,68,Henry et al. GI tables (non-Indian cohort),31.25,31.25,31.25,High,0.88,45.95,Original country: HongKong. Renamed generically for Indian audience.,45.95,31.25,31.25,31.25,100,portion_100g,31.25,31.25,31.25,45.95,45.95,45.95
T2_0075,Tamarind Rice,Tamarind rice,Mixed meals,plate,120,150,180,0.85,65,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.77,11.44,14.29,Medium,0.79,14.66666667,Seasoned rice; recipe-based.,14.66666667,9.53,9.53,9.53,100,cooked_rice_nin_cup_200ml,9.53,9.53,9.53,19.65,17.6,22
NONIND_0369,Tangerine,Tangerine,Non-Indian reference food,portion,105,150,195,0.5,50.4,Henry et al. GI tables (non-Indian cohort),16.8,16.8,16.8,Medium,0.88,33.33333333,Original country: Korea. Renamed generically for Indian audience.,33.33333333,16.8,16.8,16.8,100,portion_100g,16.8,16.8,16.8,33.33,33.33,33.33
IND_HENRY2021_687,Tapioca,Tapioca,Other,portion,105,150,195,0.5,83.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Glucose/2h; ref food/time: participants; portion 135 g provides 50 g available carbs (table page 23).",20.62,20.62,20.62,High,0.92,24.66666667,Computed carbs per 100 g using study portion: 50 g available carbs in 135 g portion. GI variability (SEM/SD) not reported in row.,24.66666667,20.62,20.62,20.62,100,portion_100g,20.62,20.62,20.62,24.67,24.67,24.67
NONIND_0479,Taro,Taro,Non-Indian reference food,portion,105,150,195,0.5,69,Henry et al. GI tables (non-Indian cohort),9.2,9.2,9.2,Low,0.88,13.33333333,"Original country: Taiwan,China. Renamed generically for Indian audience.",13.33333333,9.2,9.2,9.2,100,portion_100g,9.2,9.2,9.2,13.33,13.33,13.33
T3_0134,Tea,"Tea (chai, with sugar)",Beverages,cup,120,150,180,0.85,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.66,8.66,8.66,Low,0.7,6.666666667,Sugar-sweetened chai; estimate.,6.666666667,4.33,4.33,4.33,100,cup_200ml,8.66,8.66,8.66,13.33,13.33,13.33
T3_0140,Tender Coconut Water,Tender coconut water,Beverages,glass,200,250,300,0.6,45,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.44,1.44,1.44,Low,0.7,1.6,Low carbs per 100g.,1.6,0.72,0.72,0.72,100,glass_200ml,1.44,1.44,1.44,3.2,3.2,3.2
NONIND_0135,Thail and Chiangbrown Rice Cookedin,Thailandchiangbrownrice—Cookedin,Non-Indian reference food,plate,120,150,180,0.85,65,Henry et al. GI tables (non-Indian cohort),16.15,14.46,18.08,Medium,0.88,18.53333333,Original country: Thailand. Renamed generically for Indian audience.,18.53333333,12.05,12.05,12.05,100,cooked_rice_nin_cup_200ml,12.05,12.05,12.05,24.83,22.24,27.8
NONIND_0130,Thail and Chiangbrown Rice Pressurecooked,Thailandchiangbrownrice—Pressurecooked,Non-Indian reference food,plate,120,150,180,0.85,58,Henry et al. GI tables (non-Indian cohort),14.04,12.58,15.72,Medium,0.88,18.06666667,Original country: Thailand. Renamed generically for Indian audience.,18.06666667,10.48,10.48,10.48,100,cooked_rice_nin_cup_200ml,10.48,10.48,10.48,24.21,21.68,27.1
NONIND_0137,Thail and Lepnokbrown Rice Cookedin,Thailandlepnokbrownrice—Cookedin,Non-Indian reference food,plate,120,150,180,0.85,62,Henry et al. GI tables (non-Indian cohort),15.5,13.88,17.36,Medium,0.88,18.66666667,Original country: Thailand. Renamed generically for Indian audience.,18.66666667,11.57,11.57,11.57,100,cooked_rice_nin_cup_200ml,11.57,11.57,11.57,25.01,22.4,28
NONIND_0132,Thail and Lepnokbrown Rice Pressurecooked,Thailandlepnokbrownrice—Pressurecooked,Non-Indian reference food,plate,120,150,180,0.85,59,Henry et al. GI tables (non-Indian cohort),14.55,13.03,16.29,Medium,0.88,18.4,Original country: Thailand. Renamed generically for Indian audience.,18.4,10.86,10.86,10.86,100,cooked_rice_nin_cup_200ml,10.86,10.86,10.86,24.66,22.08,27.6
NONIND_0131,Thail and Sungyodbrown Rice,Thailandsungyodbrownrice—,Non-Indian reference food,plate,120,150,180,0.85,81,Henry et al. GI tables (non-Indian cohort),19.83,17.76,22.2,Medium,0.88,18.26666667,Original country: Thailand. Renamed generically for Indian audience.,18.26666667,14.8,14.8,14.8,100,cooked_rice_nin_cup_200ml,14.8,14.8,14.8,24.48,21.92,27.4
NONIND_0136,Thail and Sungyodbrown Rice Cookedin,Thailandsungyodbrownrice—Cookedin,Non-Indian reference food,plate,120,150,180,0.85,72,Henry et al. GI tables (non-Indian cohort),17.76,15.9,19.88,Medium,0.88,18.4,Original country: Thailand. Renamed generically for Indian audience.,18.4,13.25,13.25,13.25,100,cooked_rice_nin_cup_200ml,13.25,13.25,13.25,24.66,22.08,27.6
NONIND_0095,Thaired,Thaired,Non-Indian reference food,portion,105,150,195,0.5,55,Henry et al. GI tables (non-Indian cohort),10.52,10.52,10.52,Medium,0.88,19.13333333,Original country: Malaysia. Renamed generically for Indian audience.,19.13333333,10.52,10.52,10.52,100,portion_100g,10.52,10.52,10.52,19.13,19.13,19.13
NONIND_0737,Thareed,Thareed(Beef),Non-Indian reference food,portion,105,150,195,0.5,74,Henry et al. GI tables (non-Indian cohort),5.38,5.38,5.38,Low,0.88,7.266666667,Original country: UnitedArab. Renamed generically for Indian audience.,7.266666667,5.38,5.38,5.38,100,portion_100g,5.38,5.38,5.38,7.27,7.27,7.27
IND_HENRY2021_699,Thepla,Thepla,Other,portion,105,150,195,0.5,57.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 143; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 24).",23.12,23.12,23.12,High,0.92,40,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.,40,23.12,23.12,23.12,100,portion_100g,23.12,23.12,23.12,40,40,40
NONIND_0660,Thosai,Thosai(Madewith25%Soyflourand75%,Non-Indian reference food,portion,105,150,195,0.5,47.3,Henry et al. GI tables (non-Indian cohort),0.44,0.44,0.44,Low,0.88,0.9333333333,Original country: SriLanka. Renamed generically for Indian audience.,0.9333333333,0.44,0.44,0.44,100,portion_100g,0.44,0.44,0.44,0.93,0.93,0.93
NONIND_0661,Thosai and Sambol,Thosaiandsambol,Non-Indian reference food,portion,105,150,195,0.5,63.9,Henry et al. GI tables (non-Indian cohort),11.37,11.37,11.37,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,11.37,11.37,11.37,100,portion_100g,11.37,11.37,11.37,17.8,17.8,17.8
NONIND_0663,Thosai and Sampar,Thosaiandsampar,Non-Indian reference food,portion,105,150,195,0.5,71.9,Henry et al. GI tables (non-Indian cohort),12.8,12.8,12.8,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,12.8,12.8,12.8,100,portion_100g,12.8,12.8,12.8,17.8,17.8,17.8
NONIND_0662,Thosai Sambol and Plantain,"Thosai,Sambolandplantain",Non-Indian reference food,portion,105,150,195,0.5,60.2,Henry et al. GI tables (non-Indian cohort),10.72,10.72,10.72,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,10.72,10.72,10.72,100,portion_100g,10.72,10.72,10.72,17.8,17.8,17.8
NONIND_0665,Thosai Sambol and Sampar,"Thosai,Sambolandsampar",Non-Indian reference food,portion,105,150,195,0.5,65.6,Henry et al. GI tables (non-Indian cohort),11.68,11.68,11.68,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,11.68,11.68,11.68,100,portion_100g,11.68,11.68,11.68,17.8,17.8,17.8
NONIND_0666,Thosai Sambol Sampar and Plantain,"Thosai,Sambol,Samparandplantain",Non-Indian reference food,portion,105,150,195,0.5,63,Henry et al. GI tables (non-Indian cohort),11.21,11.21,11.21,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,11.21,11.21,11.21,100,portion_100g,11.21,11.21,11.21,17.8,17.8,17.8
NONIND_0664,Thosai Sampar and Plantain,"Thosai,Samparandplantain",Non-Indian reference food,portion,105,150,195,0.5,68.6,Henry et al. GI tables (non-Indian cohort),12.21,12.21,12.21,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,12.21,12.21,12.21,100,portion_100g,12.21,12.21,12.21,17.8,17.8,17.8
T3_0113,Toast with Jam,Toast with jam,Snacks,handful,15,25,35,0.5,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.5,14,22.4,Medium,0.62,100,Sugar/jam; recipe-based.,100,70,70,70,100,toast_slice_wholewheat_25g,17.5,14,22.4,25,20,32
NONIND_0297,Togue,Togue(Veg),Non-Indian reference food,portion,105,150,195,0.5,25,Henry et al. GI tables (non-Indian cohort),1.22,1.22,1.22,Low,0.88,4.866666667,Original country: Philippines. Renamed generically for Indian audience.,4.866666667,1.22,1.22,1.22,100,portion_100g,1.22,1.22,1.22,4.87,4.87,4.87
T3_0064,Tomato Rice,Tomato rice,Mixed meals,plate,120,150,180,0.85,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.18,10.91,13.63,Medium,0.66,14.66666667,Seasoned rice; recipe-based.,14.66666667,9.09,9.09,9.09,100,cooked_rice_nin_cup_200ml,9.09,9.09,9.09,19.65,17.6,22
T4_0084,Tomato Soup,Tomato soup,Mixed meals,portion,105,150,195,0.5,50,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.67,2.67,2.67,Low,0.56,5.333333333,Sugar added sometimes.,5.333333333,2.67,2.67,2.67,100,portion_100g,2.67,2.67,2.67,5.33,5.33,5.33
T2_0079,Toor Dal,"Toor dal (plain, cooked)",Pulses & legumes,katori,120,150,180,0.8,38,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.1,5.68,8.52,Low,0.88,9.333333333,Plain dal; estimated.,9.333333333,3.55,3.55,3.55,100,dal_katori_default,7.1,5.68,8.52,18.67,14.93,22.4
T3_0017,Toor Dal Tadka,Toor dal tadka,Mixed meals,katori,120,150,180,0.8,40,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,7.46,5.97,8.95,Low,0.74,9.333333333,Cooked dal + tadka.,9.333333333,3.73,3.73,3.73,100,dal_katori_default,7.46,5.97,8.95,18.67,14.93,22.4
T1_0102,Traditional French Baguette,Traditional French baguette (prepared with wheat,Grains & staples,plate,120,150,180,0.55,57,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #102",22.8,22.8,22.8,High,0.92,40,Normalized to 100g from table serving 30g with 18g available carbs and GL 10.,40,22.8,22.8,22.8,100,portion_100g,22.8,22.8,22.8,40,40,40
T1_0389,Traditional Porridge Oat,Traditional porridge oats,Grains & staples,plate,120,150,180,0.55,51,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #389",2.86,2.86,2.86,Low,0.92,5.6,Normalized to 100g from table serving 250g with 21g available carbs and GL 11.,5.6,2.86,2.86,2.86,100,portion_100g,2.86,2.86,2.86,5.6,5.6,5.6
NONIND_0713,Traditionaldates,Traditionaldates,Non-Indian reference food,portion,105,150,195,0.5,45.3,Henry et al. GI tables (non-Indian cohort),22.62,22.62,22.62,High,0.88,49.93333333,Original country: UnitedArab. Renamed generically for Indian audience.,49.93333333,22.62,22.62,22.62,100,portion_100g,22.62,22.62,22.62,49.93,49.93,49.93
NONIND_0519,Tuna Fish Bun,Tunafishbun,Non-Indian reference food,portion,105,150,195,0.5,46,Henry et al. GI tables (non-Indian cohort),11.04,11.04,11.04,Medium,0.88,24,Original country: Hong. Renamed generically for Indian audience.,24,11.04,11.04,11.04,100,portion_100g,11.04,11.04,11.04,24,24,24
NONIND_0153,Ubi Uwi,Ubi/Uwi(Dioscoreaalatalinn.),Non-Indian reference food,portion,105,150,195,0.5,73,Henry et al. GI tables (non-Indian cohort),10.71,10.71,10.71,Medium,0.88,14.66666667,Original country: Indonesia. Renamed generically for Indian audience.,14.66666667,10.71,10.71,10.71,100,portion_100g,10.71,10.71,10.71,14.67,14.67,14.67
WEST_IN_0222,Udon Noodles,Udon Noodles,Western/Asian (India) - Noodles,bowl,188,250,312,0.7,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.63,3.63,3.63,Low,0.74,8.8,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.,8.8,3.63,3.63,3.63,100,portion_100g,3.63,3.63,3.63,8.8,8.8,8.8
NONIND_0773,Um Kabar,Um-Kabar,Non-Indian reference food,portion,105,150,195,0.5,58.7,Henry et al. GI tables (non-Indian cohort),28.29,28.29,28.29,High,0.88,48.2,Original country: SaudiArabia. Renamed generically for Indian audience.,48.2,28.29,28.29,28.29,100,portion_100g,28.29,28.29,28.29,48.2,48.2,48.2
IND_HENRY2021_715,Uncle Ben Swhole Grainfast and Natural,Uncle Ben’swhole-grainfastandnatural,Other,portion,105,150,195,0.5,87.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h instantbrownrice participants; portion 193 g provides 50 g available carbs (table page 24).",15.16,15.16,15.16,Medium,0.9,17.26666667,Computed carbs per 100 g using study portion: 50 g available carbs in 193 g portion. GI SEM/SD reported: 6.8.,17.26666667,15.16,15.16,15.16,100,portion_100g,15.16,15.16,15.16,17.27,17.27,17.27
NONIND_0767,Uncleben Rice,Uncleben’Srice,Non-Indian reference food,plate,120,150,180,0.85,54,Henry et al. GI tables (non-Indian cohort),8.05,7.21,9.02,Low,0.88,11.13333333,Original country: SaudiArabia. Renamed generically for Indian audience.,11.13333333,6.01,6.01,6.01,100,cooked_rice_nin_cup_200ml,6.01,6.01,6.01,14.92,13.36,16.7
IND_HENRY2021_709,Upma,Upma (addedfingermilletvermicelli),Grains & staples,katori,144,180,216,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.9,17.77777778,Computed carbs per 100 g using study portion: 16 g available carbs in 50 g portion. GI SEM/SD reported: 5.5.,17.77777778,11.64,11.64,11.64,100,portion_100g,11.64,11.64,11.64,17.78,17.78,17.78
T2_0082,Urad Dal,"Urad dal (plain, cooked)",Pulses & legumes,katori,120,150,180,0.8,40,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.46,5.97,8.95,Low,0.86,9.333333333,Plain dal; estimated.,9.333333333,3.73,3.73,3.73,100,dal_katori_default,7.46,5.97,8.95,18.67,14.93,22.4
T3_0087,Usal,Usal (matki),Mixed meals,portion,105,150,195,0.5,45,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.2,4.2,4.2,Low,0.68,9.333333333,Sprouts curry; recipe-based.,9.333333333,4.2,4.2,4.2,100,portion_100g,4.2,4.2,4.2,9.33,9.33,9.33
T2_0066,Uttapam,Uttapam (plain),Mixed meals,piece,120,160,200,0.7,74,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.18,10.18,10.18,Medium,0.83,13.75,Thicker dosa; recipe-based.,13.75,10.18,10.18,10.18,100,portion_100g,10.18,10.18,10.18,13.75,13.75,13.75
IND_HENRY2021_686,Uzhunnuvada,Uzhunnuvada,Other,portion,105,150,195,0.5,21.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 172 g provides 50 g available carbs (table page 23).",4.17,4.17,4.17,Low,0.92,19.4,Computed carbs per 100 g using study portion: 50 g available carbs in 172 g portion. GI variability (SEM/SD) not reported in row.,19.4,4.17,4.17,4.17,100,portion_100g,4.17,4.17,4.17,19.4,19.4,19.4
T2_0120,Vada Pav,Vada pav (normalized to 100 g),Snacks,handful,15,25,35,0.5,78,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,78,78,78,High,0.78,100,Bread + potato vada; recipe-based.,100,78,78,78,100,portion_100g,78,78,78,100,100,100
WEST_IN_0259,Vanilla Cake,Vanilla Cake,Western foods (India) - Desserts,piece,60,80,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,60,40.98,40.98,40.98,100,portion_100g,40.98,40.98,40.98,60,60,60
T1_0831,Vanilla Made from Powder and Whole Milk,"Vanilla, made from powder and whole milk",Dairy,glass,200,250,300,0.9,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",5.12,5.12,5.12,Low,0.92,6.4,Normalized to 100g from table serving 100g with 16g available carbs and GL 6.,6.4,2.56,2.56,2.56,100,glass_200ml,5.12,5.12,5.12,12.8,12.8,12.8
T3_0024,Veg Biryani,Veg biryani (home-style),Mixed meals,plate,200,250,300,0.75,63,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.11,7.26,9.07,Low,0.68,9.6,Rice-dominant; recipe-based.,9.6,6.05,6.05,6.05,100,cooked_rice_nin_cup_200ml,6.05,6.05,6.05,12.86,11.52,14.4
T4_0033,Veg Cutlet,Veg cutlet,Snacks,handful,15,25,35,0.5,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70,70,70,High,0.55,100,Fried potato mix.,100,70,70,70,100,portion_100g,70,70,70,100,100,100
T2_0105,Veg Etable Khichdi,Vegetable khichdi,Mixed meals,katori,144,180,216,0.75,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.95,5.33,6.66,Low,0.78,8.888888889,Veg lowers carb density; recipe-based.,8.888888889,4.44,4.44,4.44,100,cooked_rice_nin_cup_200ml,4.44,4.44,4.44,11.91,10.67,13.33
T3_0044,Veg Etable Pulao with Raita,Vegetable pulao + raita,Mixed meals,plate,200,250,300,0.75,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.83,6.12,7.65,Low,0.66,8.8,Raita lowers overall GI slightly.,8.8,5.1,5.1,5.1,100,cooked_rice_nin_cup_200ml,5.1,5.1,5.1,11.79,10.56,13.2
T3_0067,Veg Etable Upma,Vegetable upma (millet),Mixed meals,katori,144,180,216,0.75,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.11,6.11,6.11,Low,0.66,11.11111111,Millet-based upma; recipe-based.,11.11111111,6.11,6.11,6.11,100,portion_100g,6.11,6.11,6.11,11.11,11.11,11.11
T4_0020,Veg Fried Rice,Veg fried rice,Mixed meals,plate,200,250,300,0.75,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.76,8.74,10.92,Low,0.55,10.4,Rice stir-fry.,10.4,7.28,7.28,7.28,100,cooked_rice_nin_cup_200ml,7.28,7.28,7.28,13.94,12.48,15.6
